 站点名称,线路 ,lat,lng,town
 沙庆村,江04B ,22.856662,113.053808,龙江镇,旺岗路
 沙水路口,259、南高16 ,23.170286,113.113307,狮山镇,Y399(松石路)
 沙水工业区,259、南高16 ,23.179548,113.115481,狮山镇,Y399(松石路)
 沙头客运站（沙头文体公园）,237、227A、江06、江06支线 ,22.918628,113.020608,九江镇,民康路
 沙头南金村路口,江04 ,22.902437,113.032809,九江镇,S269(沙龙路)
 沙头山南祠,江04、江07 ,22.91696,113.02417,九江镇,民康路
 沙头医院,江04 ,22.909463,113.025572,九江镇,康泰北路
 沙头文体公园,江06、江06支线 ,22.918128,113.021041,九江镇,万安路
 沙头影剧院,237、江04、江06、江06支线、江07 ,22.915702,113.023376,九江镇,清平路
 沙头员工村,江04、江07 ,22.90879,113.036953,九江镇,工业大道北
 沙头中心小学,江04 ,22.918878,113.027901,九江镇,北村大道
 沙头周家工业区,江04、江07 ,22.906057,113.034684,九江镇,工业大道北
 沙溪村,沥07 ,23.125761,113.195612,大沥镇,沿江东路
 沙溪社区,沥07 ,23.132267,113.18945,大沥镇,新村一街
 沙溪综合市场,沥18 ,23.131427,113.191278,大沥镇,沙溪大道
 沙瀛路口,樵10、樵04 ,22.963072,112.92571,西樵镇,S269(西便村新村街)
 沙涌,244、281、沥12 ,23.144127,113.159242,里水镇,里水大道
 沙涌村口,249、樵06 ,22.948658,112.960709,西樵镇,白云路
 山岗工业区,230、沥04、南高11B ,23.140152,113.079628,狮山镇,颜峰大道
 山根,江06 ,22.928873,113.007372,西樵镇,S269
 山根桥,江06 ,22.923605,113.010643,九江镇,S269
 山根莘村,樵14、樵16 ,22.939048,112.993571,西樵镇,S269(环山大道)
 山脚村路口,208、252、259、里08、里19 ,23.244625,113.116561,里水镇,X493(官和路)
 山南大道路口,沥09 ,23.140837,113.118405,大沥镇,抱伦大道
 山南大道路口(沥北),238、248 ,23.140837,113.118405,大沥镇,抱伦大道
 山南市场,248 ,23.142775,113.114447,大沥镇,山南大道
 山水居,桂30 ,23.004471,113.115553,石湾镇街道,绿景路
 商业城,三水-容桂、顺德容桂-三水 ,23.165317,112.89529,西南街道,广海大道
 山下村,南高22 ,23.170843,112.932852,狮山镇,
 商业桃园路口,南高02、南高08 ,23.146776,113.095688,狮山镇,松晖路
 上白泥,250 ,23.10672,113.163516,大沥镇,上白泥大道
 上柏,209、212、248、250、261A、286A、南高14、南高18 ,23.076454,113.020263,狮山镇,S113(上柏桥)
 上柏北,南高34 ,23.077446,113.012752,狮山镇,环村北路
 上柏工业大道,南高34 ,23.070845,113.011215,狮山镇,兴柏路
 上北市场,江01、江01支线、江05、江05支线、江06支线 ,22.859076,112.998145,九江镇,上北新路
 上村站,223 ,23.15631,113.122246,里水镇,S267(桂和路)
 上东岑局巷路口,江01支线 ,22.82938,113.02878,九江镇,上东三村路
 上东陈局巷路口,江01支线 ,22.829921,113.032212,九江镇,上东三村路
 上东社区卫生服务站,江01支线 ,22.829159,113.025374,九江镇,上东三村路
 上东村委,江01、江01支线 ,22.829972,113.019149,九江镇,玉林东路
 上东四路村,江01 ,22.824017,113.02513,九江镇,东福路
 上东小学,江01、江01支线 ,22.827669,113.023347,九江镇,东福路
 上二,沥04 ,23.082759,113.120428,大沥镇,奇槎路
 上海村,桂07 ,23.025323,113.175619,桂城街道,华生路
 上亨田村,里11 ,23.163275,113.154091,里水镇,上亨田大道
 上亨田路口,里11 ,23.161154,113.152553,里水镇,上亨路
 上亨村,沥02、沥11 ,23.131587,113.130224,大沥镇,X513(联江东路)
 上海村东,桂15 ,23.022822,113.176362,桂城街道,上海大道
 上胡村,丹10 ,23.113728,112.934611,丹灶镇,小湖村前街
 上华村口,227A ,22.974803,113.063908,乐从镇,上华北街
 上佳市,三水-容桂、顺德容桂-三水 ,22.760101,113.27916,容桂街道,隔涌路
 上漖村,259、南高16 ,23.155423,113.103921,狮山镇,Y399(松石路)
 上金瓯,樵10 ,22.990369,112.908361,西樵镇,S269(大岗东路)
 上塱村,里05 ,23.279905,113.118031,里水镇,美景大道
 上良村,丹01、丹02 ,23.120711,112.913362,丹灶镇,中心公路
 上沙村,244、281、里11、里12、沥12 ,23.151897,113.158202,里水镇,南盐路
 上沙路口,里13 ,23.156156,113.161163,里水镇,上沙大道
 上沙竹园,里13 ,23.154621,113.159693,里水镇,上沙路
 上沙总站,南高05 ,22.918402,113.02104,九江镇,万安路
 上石,桂27、桂30 ,23.032994,113.123091,祖庙街道,大围街
 上西大道口,江02、江03、江04、江04B、江05、江06、江06支线 ,22.835014,112.993982,九江镇,洛浦路
 上一,沥04 ,23.083999,113.123458,大沥镇,奇槎路
 上元,226、251 ,22.992822,113.065505,南庄镇,X518(南庄大道东)
 上元市场,微循环1 ,23.055437,113.174665,桂城街道,夏南二大道
 邵边,250 ,23.098198,113.15783,大沥镇,西社新坊
 上西相府路口（海心沙码头）,江02、江03 ,23.072494,113.097507,大沥镇,乐城一路
 邵边南,沥06、沥17 ,23.102027,113.156008,大沥镇,西社新街
 蛇龙北,206、230、236、251、263、278、桂17、沥01、沥07、沥15、沥19 ,23.107753,113.130934,大沥镇,东区五街
 蛇龙南,沥05、沥06、沥10 ,23.103382,113.130963,大沥镇,蛇龙新村三路
 莘深村口,237 ,22.906723,113.026135,九江镇,S269(沙龙路)
 莘涌村站,丹08 ,23.005803,112.916508,丹灶镇,S269(樵丹北路)
 深村,桂27 ,23.001868,113.117852,石湾镇街道,岭南大道北
 深海路,226、桂07、桂20 ,23.031225,113.171793,桂城街道,深海路
 深华路,G6 ,22.998614,113.127817,石湾镇街道,绿景三路
 深涌工业区,232、桂06、桂12、桂24、桂30 ,23.037639,113.173415,桂城街道,佛平三路
 沈村,里01 ,23.193645,113.136556,里水镇,沈五五巷
 深涌村,232B、桂09、桂26、快03 ,23.031882,113.174402,桂城街道,桂平路
 生活二区路口,275、南高01、南高02、南高26 ,23.148323,113.027384,狮山镇,信息大道南
 生物医药园,沥13、南高11B ,23.13823,113.062872,狮山镇,虹岭路
 省人民医院平洲分院,232、桂04、桂07、桂09、桂14、桂15、桂24、桂26、快03 ,23.027595,113.19639,桂城街道,永安中路
 升平路,208、209、211、212、232B、桂31 ,23.041292,113.111253,祖庙街道,升平路
 省工业贸易学校(二中),南高06A、南高06B、南高21、南高20 ,23.232302,113.079013,狮山镇,教育路
 省中西医结合医院,桂32、831、H11、H12、桂28 ,23.0503,113.137793,桂城街道,海三路
 圣堂村,沥02、沥11 ,23.127747,113.14,大沥镇,雅瑶大道
 胜利路口,桂09、桂21 ,23.016751,113.21716,桂城街道,胜利西路
 狮北（银岗）,211、南高11、南高22 ,23.175563,112.969037,狮山镇,X512(银狮路)
 狮北(银岗),211、南高11、南高22 ,23.175563,112.969037,狮山镇,X512(银狮路)
 狮北村委,211 ,23.175886,112.970759,狮山镇,X512(银狮路)
 胜塘南大道,沥03、沥07、沥09 ,23.099603,113.110393,大沥镇,钟边大道能成谢段
 狮北村委会,211、南高11、南高22 ,23.178415,113.022113,狮山镇,
 狮北市场,211、南高11、南高22 ,23.174865,112.96548,狮山镇,X512(银狮路)
 狮岗,南高34 ,23.061456,113.016138,狮山镇,吉祥路
 狮岭（陈边）,南高12、南高22、南海-三水、三水-容桂、顺德容桂-三水 ,23.150472,112.929834,狮山镇,S263(广云路)
 狮岭小学,南高22 ,23.165716,112.929313,狮山镇,
 狮北卫生站,南高11、南高22 ,23.173413,112.964098,狮山镇,X512(银狮路)
 狮南村口,南高05、南高13 ,23.127542,112.959074,狮山镇,X512(三环西路)
 狮南路口,南高13、南高05、南高12、南高13 ,23.134633,112.961089,狮山镇,X512(三环西路)
 狮山大学城,南高12、南高22、南海-三水 ,23.163193,113.018236,狮山镇,
 狮山城区公交换乘中心,256、南高02、南高04、南高10、南高12、南高14、南高18、南高23、南高25 ,23.019857,113.134516,祖庙街道,同济东路
 狮山大学城路口(唐边),南高08 ,23.178206,113.017174,狮山镇,X512(官华路)
 狮山高级中学,241、263、286A、南高01、南高19、南高21、南高22 ,23.105737,112.980206,狮山镇,X514(红星南路)
 狮山大学城（职业技能鉴定中心）,南高26 ,23.163193,113.018236,狮山镇,
 狮山高速路口,211、263、南高01、南高02、南高11、南高26 ,23.129853,113.010755,狮山镇,S263(一环上跨线桥)
 狮山工业园A区市场,261A ,23.101519,113.02113,狮山镇,科技大道
 狮山工业园B区市场,快01、南高25 ,23.120078,113.021677,狮山镇,博爱东路
 狮山工业园C区市场,南高17 ,23.0945,112.996622,狮山镇,创业路
 狮山广场,南高01、南高02、南高04、南高25 ,23.128361,113.004671,狮山镇,狮城路
 狮山行政服务中心,南高01、南高02、南高04、南高12、南高25 ,23.125462,113.00414,狮山镇,狮城路
 狮山华立医院,211、261A、南高04、南高10、南高11、南高12、南高17、南高19、南高21、南高22、南高23、南海-三水 ,23.136228,112.995756,狮山镇,S263(广云路)
 狮山坚美铝材厂,南高11、211 ,23.170354,112.950126,狮山镇,桃园西路
 狮山黄洞村,南高19 ,23.164563,113.00672,狮山镇,
 狮山新城市场,南海-三水 ,23.080818,113.17019,大沥镇,蟾龙南路
 狮山中心小学,南高26 ,23.12328,112.996423,狮山镇,博爱中路
 狮山政府,256、261A、快01、南高14、南高18、南高25 ,23.122544,113.005186,狮山镇,博爱中路
 狮山派出所松岗警务区,南高04、南高10、南高12 ,23.148768,113.095815,狮山镇,松岗大道
 狮山石门高级中学,286A、南高02、南高12、南高17、南高18、南高19、南高21、南高22、南高23、南高26 ,23.12502,112.999214,狮山镇,X514(红星北路)
 狮西(华平),南高25、南高26、南海-三水 ,23.179816,112.954461,狮山镇,岭西路
 狮西工业区,南高22 ,23.178309,112.946946,狮山镇,岭西路
 狮中村委,南高05 ,23.1504,112.960763,狮山镇,X512(三环西路)
 狮西（华平）,211、南高11、南高22 ,23.179816,112.954461,狮山镇,岭西路
 狮中南社,南高05 ,23.149263,112.959,狮山镇,X512(三环西路)
 狮中文笔,南高05 ,23.146584,112.959224,狮山镇,X512(三环西路)
 十八亩,205、219、277 ,23.052891,113.028944,狮山镇,罗务公路
 十甲,樵06 ,22.923756,112.911778,西樵镇,李村九甲复兴大道
 石边村,樵02、樵04 ,22.962222,112.901908,西樵镇,创业大道
 石步村,沥07 ,23.099403,113.098699,大沥镇,广佛新干线
 石埠桥,江01、江01支线 ,22.82999,113.016824,九江镇,儒林东路
 石东村路口,丹01 ,23.084951,112.890708,丹灶镇,石涌道路
 石敢当,里15 ,23.255536,113.091362,里水镇,
 石东牌坊,南高06A ,23.219518,113.035629,狮山镇,石澎大道
 石江,江06、江06支线 ,22.905921,113.001919,九江镇,Y157(九樵路)
 石江员工新村,江06、江06支线 ,22.901318,113.00163,九江镇,Y157(九樵路)
 石碣市场,278 ,23.15518,113.08824,狮山镇,松岗工业大道北
 石碣幼儿园,南高07 ,23.154821,113.085487,狮山镇,松岗文明西路
 石碣社区,南高07 ,23.15748,113.086488,狮山镇,石碣路
 石碣路口,沥07、江01、江01支线 ,23.159904,113.09183,狮山镇,X493(松岗大道)
 石肯村委,259、桂03 ,23.014207,113.152163,桂城街道,桂业路
 石肯路口,G6、桂03 ,23.018476,113.148755,祖庙街道,桂澜路辅路
 石肯桥北,G6、桂30 ,23.029951,113.150562,桂城街道,东平路
 石肯三村工业区,桂03 ,22.999892,113.148748,桂城街道,南田大道西街
 石肯市场,桂03、259 ,23.014915,113.151688,桂城街道,季华东路
 石肯钢铁市场,G6 ,23.00427,113.147863,桂城街道,桂澜路
 石肯中学,桂03 ,23.008573,113.151455,桂城街道,清风路
 石联村,丹12 ,23.081136,112.895447,丹灶镇,X512(丹横路)
 石梁东,G6、桂27 ,22.993784,113.117931,石湾镇街道,岭南大道北
 石龙,丹08 ,23.002429,112.916742,丹灶镇,S269(樵丹北路)
 石龙北,微循环1 ,23.048064,113.181125,桂城街道,石龙北路西区一横路
 石龙村,江03、樵03 ,22.89519,112.974182,西樵镇,显星大道
 石龙南,桂06、微循环1 ,23.043922,113.181105,桂城街道,大涌边街
 石门实验小学,256 ,23.120644,113.008168,狮山镇,佛山一环辅路
 石庙村,沥10 ,23.093165,113.184691,大沥镇,河东中心路
 石门中学,快01、263 ,23.125886,113.180892,大沥镇,北环路
 石南大桥,226、251 ,22.995941,113.066556,南庄镇,石南大道
 石庙,里11 ,23.214024,113.149353,里水镇,得胜通道
 石澎村委,南高06A ,23.220596,113.03689,狮山镇,石澎大道
 石澎大道口,南高06A、南高15、南高21 ,23.218496,113.049114,狮山镇,X512(官华路)
 石泉村委,259、南高16 ,23.186585,113.114585,狮山镇,Y399(松石路)
 石荣,里13 ,23.184236,113.153705,里水镇,石荣路
 石荣工业区,里13 ,23.186601,113.150812,里水镇,里水大道
 石泉,223 ,23.187532,113.113095,狮山镇,S267(桂和路)
 石塘村委,里08 ,23.27507,113.095659,里水镇,S267(桂和路)
 石头村,280、南高08 ,22.985415,113.114694,石湾镇街道,澜石二路
 石头村（官窑第一小学）,南高09、南高10 ,22.985415,113.114694,石湾镇街道,澜石二路
 石塘路口,南高02支线 ,23.163395,113.075568,狮山镇,桃园西路
 石湾客运站,206、251、桂26 ,23.015253,113.083973,张槎街道,季华四路
 石中村,南高06A ,23.219455,113.033444,狮山镇,石澎大道
 石涌,丹01 ,23.078898,112.890536,丹灶镇,蟠溪路
 石油公司,南高12、南高12B ,23.088139,112.982282,狮山镇,X514(三环东路)
 石湾公园,251、桂26 ,23.008576,113.077074,石湾镇街道,和平路
 石中路口,230、276、210A、桂19、沥06、沥07、沥08、沥18 ,23.122758,113.181057,大沥镇,黄海路
 时代名轩,桂16 ,23.058121,113.129615,桂城街道,海三路
 石子岗,南高34 ,23.080553,113.056534,狮山镇,
 时代广场,276 ,23.096189,113.169661,大沥镇,三河西路
 时代糖果,里10B ,23.190309,113.186572,里水镇,里广路
 实验中学,桂04、桂15 ,23.183825,112.886883,云东海街道,三达路辅路
 世纪莲首末站,桂27 ,22.970983,113.114923,乐从镇,
 拾陈村,丹02、丹11 ,23.102228,112.927955,丹灶镇,X512(中心公路)
 世纪莲体育馆,255B ,23.02657,113.107334,祖庙街道,卫国路
 实验学校,江04B ,22.876923,113.076605,龙江镇,东华路
 世纪莲体育中心,桂27 ,22.968709,113.11546,乐从镇,裕和路
 市二医院,桂28 ,23.026573,113.114165,祖庙街道,卫国路
 市东下路,208、232B ,23.036777,113.118702,祖庙街道,市东下路
 市三中,桂28 ,23.0266,113.111136,祖庙街道,卫国路
 市一小,206、桂26 ,23.030162,113.11184,祖庙街道,建新路
 市政协,206、桂26、桂28 ,23.033504,113.118539,祖庙街道,市东下路
 帅边村,丹06 ,23.073085,112.920031,丹灶镇,荷桂路
 市一医院,259、255B、桂27、桂30、南海-高明 ,23.007985,113.1178,石湾镇街道,岭南大道
 水边村口,沥16 ,23.103279,113.090194,大沥镇,水边村西街
 水产市场,沥10 ,23.110534,113.199772,大沥镇,环村东路
 水口夹板厂,里02 ,23.177369,113.171677,里水镇,水口大道
 水口村,233、丹03 ,23.175178,113.172477,里水镇,水口大道
 水藤村,沥17 ,23.078342,113.165931,大沥镇,砂砖厂路
 水边村站,樵17 ,22.961986,112.908662,西樵镇,G15(沈海高速)
 水头陈村,沥04 ,23.095291,113.126367,大沥镇,工业大道
 水藤牌坊,沥17 ,23.082762,113.165955,大沥镇,砂砖厂路
 水藤路口,236、255A、255B、南海-高明 ,22.916699,113.078995,乐从镇,水藤大道
 水藤加油站,236、255A ,22.920479,113.082954,乐从镇,广湛公路
 水头工业区,沥04 ,23.096278,113.13053,大沥镇,水头工业大道
 水星学校,沥08 ,23.085015,113.175282,大沥镇,永青路
 水头路中,沥04、沥05、沥06、沥10、沥14 ,23.101874,113.122106,大沥镇,沥水北路
 水头市场,沥14 ,23.093336,113.124477,大沥镇,沥水南路
 水头路口,206、208、222、223、250、桂17、桂18、沥04、南高02支线、南海-三水 ,23.097441,113.136027,大沥镇,S267(桂和路)
 顺德大良汽车客运站,南海-顺德 ,22.82148,113.245799,大良街道,S112(南国中路)
 顺联广场,南海-顺德 ,22.954775,113.236585,陈村镇,兴业路
 顺景新酒家,230 ,23.156494,113.187831,金沙街道,沙贝服务区
 顺德客运总站,三水-容桂、顺德容桂-三水 ,22.821286,113.246099,大良街道,G105
 顺泰路口,桂09、桂21 ,23.015634,113.219633,桂城街道,胜利西路
 顺益,里08、里08 ,23.285419,113.081051,里水镇,顺景大道
 四季康城,212、樵15、樵17、樵07 ,22.953597,112.981359,西樵镇,S269(樵高路)
 四季花城,256 ,23.150925,113.176334,大沥镇,大沙路
 四约村,212、丹02、丹10、丹16 ,22.841747,113.019742,九江镇,G325(广南线)
 四约站,212、丹10、丹16 ,23.027383,112.956487,丹灶镇,罗西路
 四中新村,沥03 ,23.089113,113.102989,大沥镇,大镇大道
 泗沥,230、236、251、263、278、桂18、沥07 ,23.111786,113.148273,大沥镇,S121(广佛路)
 松北,276 ,23.160945,113.218219,松洲街道,增槎路
 松风路公交枢纽站,208、232B ,23.040684,113.109226,祖庙街道,仿古街
 松岗,278、280、南高08、南高16 ,23.144044,113.098627,狮山镇,松岗大道
 松岗办事处,259 ,23.027141,113.128664,祖庙街道,朝安北路
 松岗社会管理处,南高02、南高16 ,23.15297,113.101501,狮山镇,Y399(松石路)
 松岗公园,206、248、259、278、280、南高08、南高16、南高20 ,23.140353,113.098791,狮山镇,松岗大道
 松岗警务区（南、北站）,南高02、南高16 ,23.148768,113.095815,狮山镇,松岗大道
