 名称,地址,服务时间,类型,联系电话等,许可证号,许可证有效期 ,lat,lng,town
 佛山市南海区西樵莱福阁餐厅,佛山市南海区西樵汇龙村海北东路1-9号, ,中型餐馆, ,粤餐证字2015440605400050,2018-04-07 00:00:00.0 ,22.944808,112.975508,西樵镇,海北东路
 佛山市南海九江强林小食店,佛山市南海区九江镇梅圳村梅东一组上北大道东鹏综合楼11A号铺, ,小吃店, ,粤餐证字2013440605002313,2016-06-25 00:00:00.0 ,22.862477,112.997388,九江镇,上北大道
 佛山市南海区西樵心心奶茶店,佛山市南海区西樵镇大德铺位简易9号, ,饮品店, ,粤餐证字2015440605400047,2018-04-06 00:00:00.0 ,22.932598,112.997663,西樵镇,
 佛山市南海区罗村御临钙骨食馆（普通合伙）,佛山市南海区罗村罗湖北区金湖三街豪景花园101号-04、05、06铺位, ,中型餐馆, ,粤餐证字2015440605900037,2018-04-07 00:00:00.0 ,23.064723,113.049845,狮山镇,金湖三街
 佛山市南海区伊米饮品店,佛山市南海区大沥镇黄岐广佛一路98号嘉洲广场一层（铺号4-107-1）商铺, ,小吃店, ,粤餐证字2015440605700252,2018-10-08 00:00:00.0 ,23.111546,113.183408,大沥镇,广佛一路
 佛山市南海区西樵锋记美食店,佛山市南海区西樵官山城区海北西路4号首层17号铺, ,小吃店, ,粤餐证字2015440605400230,2018-09-24 00:00:00.0 ,22.944337,112.974435,西樵镇,海北西路
 佛山市南海区西樵阿毛小食店,佛山市南海区西樵镇官山城区迳边大道玉峰楼首层（东街17号）, ,小吃店, ,粤餐证字2015440605400241,2018-10-08 00:00:00.0 ,22.941967,112.983274,西樵镇,登山大道
 佛山市南海区桂城益辉美食店,佛山市南海区桂城街道平胜社区平胜大道（原农科所地块）A区自编C街5号铺, ,小型餐馆, ,粤餐证字2015440605200473,2018-10-09 00:00:00.0 ,23.010945,113.183319,桂城街道,魁奇路辅路
 佛山市南海区九江佛味桂林米粉店,佛山市南海区九江镇沙头水南青叟社新村1号2号铺, ,小吃店, ,粤餐证字2015440605300141,2018-10-08 00:00:00.0 ,22.833696,112.988233,九江镇,江滨路
 佛山市南海区桂城中心幼儿园,佛山市南海区桂城天佑二路一号, ,食堂, ,粤餐证字2015440605200474,2018-10-09 00:00:00.0 ,23.035232,113.132603,桂城街道,天佑二路
 佛山市南海区桂城卓成快餐店,佛山市南海区桂城街道卓成工业园C1区A1街1号铺, ,小型餐馆, ,粤餐证字2015440605200476,2018-10-09 00:00:00.0 ,23.039034,113.193397,桂城街道,培正路
 佛山市南海区桂城小李美食店,佛山市南海区桂城街道平胜社区平胜大道（原农科所地块）A区自编C3号铺位, ,小吃店, ,粤餐证字2015440605200477,2018-10-09 00:00:00.0 ,23.010945,113.183319,桂城街道,魁奇路辅路
 佛山市南海区恒劲美食店,佛山市南海区丹灶镇樵丹北路7号佛山市南海亿美实业有限公司7号展览厅48、49、50号首层及夹层铺位, ,大型餐馆, ,粤餐证字2015440605500090,2018-10-07 00:00:00.0 ,23.041812,112.90575,丹灶镇,樵丹北路
 佛山市南海杨志勇饮品店,佛山市南海区大沥镇黄岐广佛一路嘉洲广场一层4-101号铺, ,饮品店, ,粤餐证字2015440605700247,2018-10-08 00:00:00.0 ,23.111546,113.183408,大沥镇,广佛一路
 佛山市南海区狮山中心幼儿园,佛山市南海区狮山镇狮山新城区红星路, ,食堂, ,粤餐证字2015440605600058,2018-03-17 00:00:00.0 ,23.124953,113.002144,狮山镇,博爱路
 佛山市南海区西樵包原味点心店,佛山市南海区西樵官山城区江浦东路43之一至43之45（43之38、39号）, ,小吃店, ,粤餐证字2015440605400037,2018-03-17 00:00:00.0 ,22.945317,112.985577,西樵镇,江浦东路
 佛山市南海区西樵乾福记石磨坊肠粉店,佛山市南海区西樵官山圩朝新路1号1铺, ,小吃店, ,粤餐证字2015440605400035,2018-03-16 00:00:00.0 ,22.942356,112.974241,西樵镇,江浦西路
 佛山市南海区九江广成小食店,佛山市南海区九江镇南乡柳木二队（九江新镇中侧）, ,小吃店, ,粤餐证字2015440605300025,2018-03-16 00:00:00.0 ,23.074541,113.029545,狮山镇,佳琪路
 佛山市南海区九江新桥卓记小食店,佛山市南海区九江镇江滨新区15号首层之三, ,中型餐馆, ,0682C06652,2015-01-04 00:00:00.0 ,22.833696,112.988233,九江镇,江滨路
 佛山市南海区进景小食店,佛山市南海区狮山镇红星公路俊景花园住宅小区C区04A、B座22号铺, ,小吃店, ,粤餐证字2015440605600059,2018-03-17 00:00:00.0 ,23.128694,113.001277,狮山镇,俊景中路
 佛山市南海区西樵湘蜀餐馆,佛山市南海区西樵西樵村民委员会坑边村樵金路官山二桥侧1号富城楼7号商铺, ,小型餐馆, ,粤餐证字2015440605400223,2018-09-14 00:00:00.0 ,22.945446,112.982756,西樵镇,樵金路
 佛山市南海区西樵宝芝灵凉茶铺,佛山市南海区西樵民乐圩市场9号, ,饮品店（凉茶店）, ,粤餐证字2015440605400103,2018-05-27 00:00:00.0 ,22.949658,112.976149,西樵镇,庆和街
 佛山市南海区大沥新颖饮食店,佛山市南海区大沥镇盐步联安小桥村新干线小桥21号之11, ,小吃店, ,粤餐证字2015440605700121,2018-05-27 00:00:00.0 ,23.105862,113.154705,大沥镇,纺织路
 佛山市南海联庆饮食店,佛山市南海区大沥镇白沙三乡路之北205车站旁3号铺, ,大型餐馆, ,粤餐证字2015440605700120,2018-05-27 00:00:00.0 ,23.112067,113.104895,大沥镇,新城大道辅路
 佛山市南海煌洞小食店,佛山市南海区狮山镇官窑诚发综合市场（原官窑市场）北四座5、8号铺, ,小吃店, ,粤餐证字2015440605600133,2018-05-27 00:00:00.0 ,23.228706,113.077805,狮山镇,官窑大道
 佛山市南海区香康园湘菜馆,佛山市南海区狮山镇罗村孝贤路2号E座5号, ,小型餐馆, ,粤餐证字2015440605900133,2018-09-23 00:00:00.0 ,23.124953,113.002144,狮山镇,博爱路
 佛山市南海区狮山幸福幼儿园,佛山市南海区狮山镇小塘新境罗岗经济社（原罗岗小学）, ,食堂, ,粤餐证字2015440605600266,2018-09-23 00:00:00.0 ,23.077122,112.979206,狮山镇,S113(桂丹路)
 佛山市南海区罗村何忠华奶茶店,佛山市南海区狮山镇罗村罗湖一路7号公产房48号, ,饮品店, ,粤餐证字2015440605900134,2018-09-23 00:00:00.0 ,23.062022,113.042971,狮山镇,西一街
 佛山市南海麦思堡快餐店,佛山市南海区狮山镇罗村罗湖一路11号十二工区A座地下之一, ,快餐店, ,粤餐证字2015440605900136,2018-09-23 00:00:00.0 ,23.061982,113.043412,狮山镇,西一街
 佛山市南海区司法局,佛山市南海区桂城天佑北路2号, ,食堂, ,粤餐证字2015440605200248,2018-05-31 00:00:00.0 ,23.032839,113.138383,桂城街道,天佑北路
 佛山市南海区西樵珍诚美食店,佛山市南海区西樵大同村一村一B座商铺首层、二层铺位, ,中型餐馆, ,粤餐证字2015440605400109,2018-05-28 00:00:00.0 ,22.857049,112.941667,九江镇,一村大道
 佛山市南海区西樵镇均少农家美食店,佛山市南海区西樵大德综合城第二座首层206、207号, ,中型餐馆, ,粤餐证字2015440605400108,2018-05-28 00:00:00.0 ,22.949658,112.976149,西樵镇,庆和街
 佛山市南海区桂城潮鑫牛肉火锅店,佛山市南海区桂城街道叠南一路美南百货商场第一层第三号铺, ,小型餐馆, ,粤餐证字2014440605200125,2017-10-09 00:00:00.0 ,23.053994,113.121492,桂城街道,文华北路
 佛山市南海区坡蓝饮食店,佛山市南海区狮山镇松岗海连天综合市场内46号铺位, ,小吃店, ,粤餐证字2014440605600097,2017-10-28 00:00:00.0 ,23.147135,113.094307,狮山镇,富民路
 佛山市南海区桂城新一代幼儿园,佛山市南海区桂城南桂东路东约东大街139号之二, ,食堂, ,粤餐证字2014440605200147,2017-10-26 00:00:00.0 ,23.037569,113.139403,桂城街道,桂城镇东约区东大街
 佛山市南海区九江沙头中心幼儿园,佛山市南海区九江镇沙头东升直街山南祠内, ,食堂, ,粤餐证字2014440605300044,2016-05-15 00:00:00.0 ,22.916224,113.023596,九江镇,清平路
 佛山市南海区狮山镇狮城中学,佛山市南海区狮山镇红星北路1号, ,食堂, ,粤餐证字2014440605100090,2017-10-26 00:00:00.0 ,23.129996,113.00041,狮山镇,红星北路辅路
 佛山市南海区西樵稻汀一寿司店,佛山市南海区西樵镇樵高路综合楼主楼百胜广场首层1B01号铺, ,中型餐馆, ,粤餐证字2014440605400046,2017-11-06 00:00:00.0 ,22.951764,112.979785,西樵镇,S113(樵金路)
 佛山市南海区西樵富多来酒楼,佛山市南海区西樵镇官山沿江路坑边商铺23－27号, ,大型餐馆, ,粤餐证字2014440605400021,2017-09-22 00:00:00.0 ,22.946853,112.983901,西樵镇,沙边街
 佛山市南海区西樵秀秀快餐店,佛山市南海区西樵镇官山城区长堤路1号103房江浦西路86号如意楼二层2号, ,小型餐馆, ,粤餐证字2014440605400020,2017-09-22 00:00:00.0 ,22.942574,112.971066,西樵镇,文明路
 佛山市南海区西樵三友小食店,佛山市南海区西樵镇河岗开发区, ,小吃店, ,粤餐证字2014440605400035,2017-10-21 00:00:00.0 ,22.948726,112.902939,西樵镇,河岗大道
 佛山市南海区西樵平头小食店,佛山市南海区西樵镇官山城区江浦东路38号首层10号, ,小型餐馆, ,粤餐证字2014440605400023,2017-09-23 00:00:00.0 ,22.944953,112.984318,西樵镇,江浦东路
 佛山市南海区鹏兴乳鸽食馆,佛山市南海区狮山镇塘头下旺田村口B座铺位, ,小型餐馆, ,粤卫食证字（2010）第0682C34386,2014-05-14 00:00:00.0 ,23.104785,113.018061,狮山镇,科技东路
 佛山市南海慈孝饮食店,佛山市南海区狮山镇官窑驿园西路61号之一的二层铺位, ,中型餐馆, ,粤餐证字2014440605600114,2017-11-16 00:00:00.0 ,23.230699,113.06789,狮山镇,驿园西路
 佛山市南海区黄岐岐城面馆,佛山市南海区大沥镇黄岐鄱阳路岐苑大厦4座18-20号, ,中型餐馆, ,粤餐证字2014440605700070,2017-10-20 00:00:00.0 ,23.119099,113.186763,大沥镇,鄱阳路
 佛山市南海区官窑怡婷川粤菜馆,佛山市南海区狮山镇官窑市场南一路4号, ,中型餐馆, ,粤餐证字2014440605600113,2017-11-16 00:00:00.0 ,23.228344,113.078383,狮山镇,市场南一路
 佛山市南海区西樵家靓汤小食店,佛山市南海区西樵镇迳边村篮球场旁仓库, ,小型餐馆, ,粤餐证字2014440605400048,2017-11-16 00:00:00.0 ,22.942645,112.984434,西樵镇,登山大道
 佛山市南海区湘君阁餐馆,佛山市南海区狮山镇罗穆公路与博爱路交叉点之西北综合大楼首层, ,小型餐馆, ,粤餐证字2014440605600091,2017-10-26 00:00:00.0 ,23.124953,113.002144,狮山镇,博爱路
 佛山市南海区九江珍滋味美食店,佛山市南海区九江镇九江大转湾鱼珠国际木材夹板市场内G9座5-7、21-23仓库, ,中型餐馆, ,粤餐证字2014440605300025,2017-09-28 00:00:00.0 ,22.850256,113.02023,龙江镇,广湛公路
 广东南海睿华餐饮管理有限公司桂城万科金域国际花园分公司,佛山市南海区桂城街道桂澜中路23号万科金域国际花园8座三层5-305-1、5-306至5-309号商铺, ,中型餐馆, ,粤餐证字2014440605100103,2017-11-10 00:00:00.0 ,23.040671,113.149032,桂城街道,佛平二路
 佛山市南海区大沥见效凉茶店,佛山市南海区大沥易发商行D座12号, ,饮品店（凉茶店）, ,粤餐证字2014440605700075,2017-10-26 00:00:00.0 ,23.112482,113.116558,大沥镇,振兴路
 佛山市南海区罗村下柏幼儿园,佛山市南海区狮山镇罗村下柏村委会侧, ,食堂, ,粤餐证字2014440605900068,2017-10-26 00:00:00.0 ,23.124953,113.002144,狮山镇,博爱路
 佛山市南海区狮山荫记小食店,佛山市南海区狮山镇大圃兴贤桥木村口, ,小型餐馆, ,粤餐证字2014440605600089,2017-10-26 00:00:00.0 ,23.129789,113.070779,狮山镇,S263(广云路)
 佛山市南海区九江石江幼儿园,佛山市南海区九江镇石江村, ,食堂, ,粤餐证字2014440605300045,2017-10-22 00:00:00.0 ,22.906403,113.002946,九江镇,南夏路
 佛山市南海区九江新香源湘菜馆,佛山市南海区九江镇下北开发区明达路19号, ,中型餐馆, ,粤餐证字2014440605300047,2017-10-23 00:00:00.0 ,22.841275,113.007395,九江镇,明达路
 佛山市南海区九江湘水人家餐厅,佛山市南海区九江镇梅圳梅东一村上北农科站内商业街2F号铺, ,小型餐馆, ,粤餐证字2014440605300048,2017-10-23 00:00:00.0 ,23.126356,113.002502,狮山镇,俊景南路
 佛山市南海区官窑周记云吞面店,佛山市南海区狮山镇官窑大道三号之一, ,小吃店, ,粤餐证字2014440605600090,2017-10-26 00:00:00.0 ,23.233096,113.074322,狮山镇,官窑大道
 佛山市南海区九江腾窖农荘,佛山市南海区九江上东腾滘村新涌组和卫星（即涌口庙对面）, ,中型餐馆, ,粤餐证字2014440605300055,2017-10-30 00:00:00.0 ,22.855991,112.993453,九江镇,新涌三路
 佛山市南海区艺新织造制衣有限公司,佛山市南海区狮山镇罗村联和工业区, ,食堂, ,粤餐证字2014440605900067,2017-10-26 00:00:00.0 ,23.07202,113.084253,狮山镇,联和路
 佛山市南海区巷子咖啡厅,佛山市南海区九江镇潭涌口开发区58号首层102号, ,饮品店, ,粤餐证字2014440605300049,2017-10-23 00:00:00.0 ,23.052144,113.179415,桂城街道,石龙北路
 佛山市南海区至尊客西饼店,佛山市南海区桂城桂平西路3号怡翠花园百合苑首层24号商铺, ,小型餐馆, ,粤餐证字2014440605200172,2017-11-04 00:00:00.0 ,23.035169,113.156764,桂城街道,桂平西路
 佛山市南海区九江镇周平小食店,佛山市南海区九江镇梅圳村梅东一组上北大道东鹏综合楼12号铺, ,小吃店, ,粤餐证字2014440605300057,2017-10-30 00:00:00.0 ,22.862477,112.997388,九江镇,上北大道
 佛山市雅贝早期教育咨询服务有限公司,佛山市南海区大沥镇雅瑶市场西二街2号, ,食堂, ,粤餐证字2014440605700077,2017-10-29 00:00:00.0 ,23.130995,113.138555,大沥镇,雅瑶大道
 佛山市南海区丹灶镇百稻美食店, 佛山市南海区丹灶镇横江南八街祠前铺位1-4号, ,中型餐馆, ,粤餐证字2014440605500028,2017-12-09 00:00:00.0 ,23.053335,112.914423,丹灶镇,桂丹西路
 中建二局第三建筑工程有限公司, 南海区桂城街道海五路与锦园路交汇, ,食堂,18922234555,粤餐证字2014440605200163,2017-10-30 00:00:00.0 ,23.061056,113.146301,桂城街道,锦园路
 佛山市南海区桂城好又来沙县小吃店,佛山市南海区桂城街叠北社区村头三幅堂新区26号首层二号铺, ,小吃店, ,粤餐证字2015440605200028,2018-01-11 00:00:00.0 ,23.065755,113.126835,桂城街道,
 佛山市南海区九江森威餐厅,佛山市南海区九江镇上东东风生产组福星路8号首层A1铺, ,中型餐馆, ,粤餐证字2015440605300003,2018-01-04 00:00:00.0 ,22.833501,113.016932,九江镇,福星路
 佛山市南海区巴适美味小食店,佛山市南海区桂城街道东二村东二大道87号, ,小吃店, ,粤餐证字2015440605200019,2018-01-08 00:00:00.0 ,23.028016,113.15333,桂城街道,晋阳大街
 佛山市南海区九江马二力拉面店,佛山市南海区九江镇太平西路45A-6号, ,小吃店, ,粤餐证字2014440605300095,2017-12-21 00:00:00.0 ,22.835992,113.007449,九江镇,太平西路
 佛山市南海区桂城何记快餐店,佛山市南海区桂城街道岗街景北段北约兴隆综合市场首层3号铺, ,小型餐馆, ,粤餐证字2014440605200283,2017-12-29 00:00:00.0 ,23.018681,112.941626,西樵镇,
 佛山市南海区九江镇沙头天湘楼小食店,佛山市南海区九江镇沙头青平路12号二层202号铺, ,大型餐馆, ,粤餐证字2015440605300005,2018-01-06 00:00:00.0 ,22.914486,113.022602,九江镇,青平路
 佛山市南海区食益轩餐厅,佛山市南海区狮山镇罗村府前路金盛广场四层411号铺, ,中型餐馆, ,粤餐证字2015440605900007,2018-01-11 00:00:00.0 ,23.059621,113.047597,狮山镇,府前路
 佛山市南海区桂城锋哥美食店,南海区桂城街道桂澜南路45号怡翠世嘉花园1座05号商铺, ,小吃店, ,粤餐证字2015440605200045,2018-01-15 00:00:00.0 ,23.013791,113.146867,桂城街道,工业四路
 佛山市南海区张家宝小吃店, 佛山市南海区桂城南桂东路63号供电局B地块3号铺, ,小型餐馆, ,粤餐证字2015440605200040,2018-01-14 00:00:00.0 ,23.036311,113.146475,桂城街道,南桂东路
 佛山市丽怡堂餐饮有限公司,佛山市南海区桂城街道桂澜中路23号万科金域国际花园8座负一层1B-1005、1006、1007、1008号商铺, ,小吃店, ,粤餐证字2015440605200041,2018-01-14 00:00:00.0 ,23.040671,113.149032,桂城街道,佛平二路
 佛山市南海区狮山镇山南小学,佛山市南海区狮山镇松岗山南小学, ,食堂, ,粤餐证字2015440605600024,2018-01-20 00:00:00.0 ,23.147444,113.106093,狮山镇,松新路
 佛山市麻田会餐饮管理有限公司,佛山市南海区大沥镇金贸大道2号南海新都会广场5楼5F04A、5F04B号, ,中型餐馆, ,粤餐证字2015440605700017,2018-01-20 00:00:00.0 ,23.112948,113.118413,大沥镇,工业大道
 佛山市南海区瑞和餐厅,佛山市南海区九江镇物流产业园沙头园区内地块编号为E1-1梅有良厂房首层13-14号, ,中型餐馆, ,粤餐证字2015440605300010,2018-01-18 00:00:00.0 ,23.144835,112.904787,狮山镇,
 佛山市南海区九江建贤小食店,佛山市南海区九江下西南队133号首层之一, ,小吃店, ,粤餐证字2015440605300013,2018-01-19 00:00:00.0 ,23.074541,113.029545,狮山镇,佳琪路
 佛山市南海区狮山镇显纲小学,佛山市南海区狮山镇松岗显纲西区迎龙路28号, ,食堂, ,粤餐证字2015440605600025,2018-01-20 00:00:00.0 ,23.138932,113.09623,狮山镇,迎龙路
 佛山市南海区西樵名轩阁食府,佛山市南海区西樵镇崇南村樵金路之西启源广场二楼01号, ,大型餐馆, ,粤餐证字2015440605400029,2018-02-14 00:00:00.0 ,22.963417,112.970594,西樵镇,S113(樵金中路)
 佛山市南海区大沥曹边幼儿园,佛山市南海区大沥曹边美南村七巷, ,食堂, ,粤餐证字2015440605700034,2018-02-05 00:00:00.0 ,23.112482,113.116558,大沥镇,振兴路
 佛山市南海腱能烧腊快餐店,佛山市南海区大沥镇黄岐南湖路中南海晖园明湖居15-18座首层88号商铺, ,快餐店, ,粤餐证字2015440605700048,2018-02-15 00:00:00.0 ,23.110393,113.186643,大沥镇,南湖路
 佛山市南海区官窑邹国泉小食店,佛山市南海区狮山镇官窑驿园西路61之二号, ,小型餐馆, ,粤餐证字2015440605600052,2018-03-04 00:00:00.0 ,23.23063,113.067539,狮山镇,驿园西路
 佛山市南海区大沥钟边幼儿园,佛山市南海区大沥钟边大道12号, ,食堂, ,粤餐证字2015440605700054,2018-03-08 00:00:00.0 ,23.098854,113.108737,大沥镇,钟边大道
 佛山市南海区阿妹客家土菜馆,佛山市南海区狮山镇穆院村“牛巷口”狮山美食城综合楼三首层西面4号铺, ,中型餐馆, ,粤餐证字2014440605600156,2017-12-09 00:00:00.0 ,23.125441,113.006309,狮山镇,政协路
 佛山市南海区西樵阳光宝贝幼儿园食堂,佛山市南海区西樵镇樵华路边阳光宝贝幼儿园, ,食堂, ,粤餐证字2015440605400033,2018-03-05 00:00:00.0 ,22.932598,112.997663,西樵镇,
 佛山市港熹餐饮服务有限公司,佛山市南海区桂城街道石龙南路6号（南海怡丰城）四层407铺, ,中型餐馆, ,粤餐证字2014440605200267,2017-12-20 00:00:00.0 ,23.034916,113.18179,桂城街道,石龙南路
 佛山市南海区里水程臻记美食店,佛山市南海区里水镇新天地广场综合楼首层1041号, ,小吃店, ,粤餐证字2014440605800103,2017-12-24 00:00:00.0 ,23.201004,113.152215,里水镇,夏塘路
 佛山市南海区简爱咖啡厅,佛山市南海区狮山镇罗村北湖一路碧翠豪城13-15、17座首层商铺98号, ,小型餐馆, ,粤餐证字2014440605900108,2017-12-28 00:00:00.0 ,23.064266,113.047828,狮山镇,金湖一街
 佛山市南海区乐意可乐主题餐厅,佛山市南海区桂城街道石龙南路6号（南海怡丰城）四层417铺, ,小型餐馆, ,粤餐证字2014440605200265,2017-12-19 00:00:00.0 ,23.034916,113.18179,桂城街道,石龙南路
 佛山市尚阳餐饮管理有限公司,佛山市南海区桂城街道石龙南路6号“南海怡丰城”4层405、406号, ,小吃店, ,粤餐证字2014440605200266,2017-12-20 00:00:00.0 ,23.034916,113.18179,桂城街道,石龙南路
 佛山市南海区罗村街道沙坑小学,佛山市南海区狮山镇罗村沙坑村, ,食堂, ,粤餐证字2014440605900106,2017-12-28 00:00:00.0 ,23.071731,113.062836,狮山镇,X511(机场路)
 佛山市南海区里水翔丰饮食店,佛山市南海区里水镇河村石荣工业区诺雅综合楼首层, ,中型餐馆, ,粤餐证字2014440605800101,2017-12-23 00:00:00.0 ,23.184952,113.153287,里水镇,石荣工业二路
 佛山市大伸休闲保健有限公司,佛山市南海区九江镇下北大伸村陈喜佳综合楼, ,中型餐馆, ,粤餐证字2015440605300002,2018-01-05 00:00:00.0 ,22.833696,112.988233,九江镇,江滨路
 佛山市南海区九江黄华壹号螺蛳粉店,佛山市南海区九江镇沙头沙龙路沙龙名轩1幢127号铺, ,小吃店, ,粤餐证字2015440605300006,2018-01-06 00:00:00.0 ,22.913561,113.020333,九江镇,青平一街
 佛山市南海新湖大酒店有限公司,佛山市南海区桂城佛平二路158号, ,大型餐馆, ,粤餐证字2015440605100016,2018-01-13 00:00:00.0 ,23.041105,113.146666,桂城街道,佛平二路
 佛山德联汽车用品有限公司, 佛山市南海区狮山镇松岗虹岭二路386号, ,食堂, ,粤餐证字2015440605600185,2018-07-27 00:00:00.0 ,23.110432,113.057377,狮山镇,
 佛山市南海区兰娟妈咪汤店,佛山市南海区大沥镇竹基南路8号兴沥雄广场二楼B-06铺, ,小吃店, ,粤餐证字2012440605000200,2015-05-14 00:00:00.0 ,23.109454,113.113369,大沥镇,民乐路后街
 佛山市南海永和玩具制品有限公司,佛山市南海区大沥镇盐步东秀工业区25号, ,食堂, ,粤餐证字2015440605700174,2018-07-27 00:00:00.0 ,23.100998,113.199825,大沥镇,新村公路
 佛山市南海粤辉餐厅,佛山市南海区大沥镇盐步东秀南边村“大等仔”地段10-11号铺, ,中型餐馆, ,粤餐证字2015440605700175,2018-07-27 00:00:00.0 ,23.153325,113.129382,里水镇,X513(大甘路)
 佛山市南海区西樵谭记小吃店,佛山市南海区西樵官山圩茶行街1号前、后组合铺位, ,小吃店, ,粤餐证字2015440605400183,2018-07-27 00:00:00.0 ,22.943266,112.975974,西樵镇,江浦西路
 佛山市南海大沥富盛酒家,佛山市南海区大沥镇黄岐西环路红星路段南方土特产物流中心十栋20-23号, ,大型餐馆, ,粤餐证字2015440605700137,2018-06-15 00:00:00.0 ,23.113082,113.192563,大沥镇,S81(广州环城高速)
 佛山市南海区黄岐谭锐文面馆,佛山市南海区大沥镇黄岐六联北村大道北南社（即岐洲路口二联经济社店铺）, ,小型餐馆, ,粤餐证字2015440605700135,2018-06-15 00:00:00.0 ,23.119485,113.190219,大沥镇,鄱阳路
 佛山市南海区大沥镇尚品轩美食店,佛山市南海区大沥镇黄岐广佛路以南的荔盈大厦东广场商铺一层、二层, ,中型餐馆, ,粤餐证字2015440605700136,2018-06-15 00:00:00.0 ,23.115515,113.189077,大沥镇,广佛路黄岐段
 佛山市南海区九江伟康饮品店,佛山市南海区九江镇太平西路44号, ,饮品店（凉茶店）, ,粤餐证字2015440605300060,2018-06-14 00:00:00.0 ,22.835888,113.006714,九江镇,儒林西路
 佛山市南海区西樵镇开心安安小食店,佛山市南海区西樵镇岭西村西江路开发区路边综合楼9号铺, ,小型餐馆, ,粤餐证字2015440605400133,2018-06-14 00:00:00.0 ,22.929203,112.945093,西樵镇,S363
 佛山市南海区狮山镇颜峰小学,佛山市南海区狮山镇颜峰社区教育路3号, ,食堂, ,粤餐证字2015440605600146,2018-06-15 00:00:00.0 ,23.115733,113.118454,大沥镇,教育路
 佛山市南海区味道源美食坊,佛山市南海区桂城街桂平中路34号布拉格思广场二期（综合楼2）首层02号铺, ,中型餐馆, ,粤餐证字2015440605200264,2018-06-15 00:00:00.0 ,23.0304,113.179783,桂城街道,桂平路
 佛山市南海区西樵金政楼餐厅,佛山市南海区西樵镇上金瓯文政村（即上金瓯金星大道边）, ,中型餐馆, ,粤餐证字2015440605400134,2018-06-15 00:00:00.0 ,22.985409,112.913447,西樵镇,S269(大岗东路)
 佛山市南海区丹灶沙滘竹溪酒家,佛山市南海区丹灶镇桂丹路沙滘路段沙滘开发区, ,大型餐馆, ,粤餐证字2015440605100117,2018-06-15 00:00:00.0 ,23.067168,112.936394,丹灶镇,符家街
 佛山市南海区西樵汇俊酒店管理有限公司,佛山市南海区西樵山白云洞景区云影琼楼酒店, ,大型餐馆, ,粤餐证字2014440605100110,2017-11-17 00:00:00.0 ,22.939417,112.959223,西樵镇,S363(锦湖路)
 佛山市南海区大沥糖分甜品店,佛山市南海区大沥城区工业大道31号海琴轩海日阁21号商铺, ,饮品店, ,粤餐证字2015440605700093,2018-05-03 00:00:00.0 ,23.127917,113.149084,大沥镇,工业大道
 佛山市南海区大沥粤雅茶餐厅,佛山市南海区大沥城南一路金雅轩广场A1座G48-G50号商铺首层, ,中型餐馆, ,粤餐证字2015440605700094,2018-05-03 00:00:00.0 ,23.112482,113.116558,大沥镇,振兴路
 佛山市南海金兜餐厅,佛山市南海区大沥镇岭南路85号广佛智城9号楼2层第9223-9224、Z903A号铺, ,小型餐馆, ,粤餐证字2015440605700091,2018-05-03 00:00:00.0 ,23.119995,113.139879,大沥镇,联滘工业大道
 佛山市南海区黄岐西城快餐面馆,佛山市南海区大沥镇黄岐鄱阳路西苑大厦81、103号铺, ,小型餐馆, ,粤餐证字2015440605700092,2018-05-03 00:00:00.0 ,23.118942,113.183855,大沥镇,鄱阳路
 佛山市南海区丹灶联沙幼儿园,广东省佛山市南海区丹灶镇金沙联沙村委会下良村, ,食堂, ,粤餐证字2015440605500032,2018-05-03 00:00:00.0 ,23.030498,112.959118,丹灶镇,四约村北大街
 佛山市南海区丹灶西联幼儿园,广东省佛山市南海区丹灶西联村, ,食堂, ,粤餐证字2015440605500030,2018-05-03 00:00:00.0 ,23.050007,112.90691,丹灶镇,云峰路
 佛山市南海区丹灶南沙幼儿园,广东省佛山市南海区丹灶南沙村, ,食堂, ,粤餐证字2015440605500031,2018-05-03 00:00:00.0 ,23.135318,112.900789,丹灶镇,东街
 佛山市南海区昭信物业管理有限公司昭信广场管理处食堂,佛山市南海区桂城街道平洲南港大道文华楼七楼, ,食堂, ,粤餐证字2015440605200195,2018-05-03 00:00:00.0 ,22.882391,113.199749,伦教街道,新伦羊路
 佛山市南海区老三样桂林米粉店,佛山市南海区桂城街道南桂东路花苑广场第27座1号铺, ,小吃店, ,粤餐证字2012440605001205,2015-11-04 00:00:00.0 ,23.035578,113.142605,桂城街道,南桂东路
 百胜餐饮（广东）有限公司南海黄岐餐厅,佛山市南海黄岐宏威路黄岐商业中心东区A座, ,快餐店, ,粤餐证字2014440605100121,2017-11-27 00:00:00.0 ,23.120441,113.188005,大沥镇,岐西大街
 佛山市南海区地方税务局丹灶税务分局,广东省佛山市南海区丹灶新城区, ,食堂, ,粤餐证字2015440605500038,2018-05-18 00:00:00.0 ,23.050007,112.90691,丹灶镇,云峰路
 百胜餐饮（广东）有限公司南海海三路餐厅,佛山市南海区桂城叠南村圣堂618号鸿大广场首层A-002号铺, ,快餐店, ,粤餐证字2015440605100009,2018-01-11 00:00:00.0 ,23.052137,113.129029,桂城街道,南一路
 佛山市南海区九江溢生生甜品店,佛山市南海区九江镇璜矶大道2号侧首层铺位, ,小吃店, ,粤餐证字2015440605300081,2018-07-26 00:00:00.0 ,23.162283,112.893964,西南街道,月桂一路
