 名称,许可证号,许可证有效期,地址,类型 ,lat,lng,town
 佛山市南海区官窑超叔小食店,粤餐证字2014440605004195,2017-06-03,佛山市南海区狮山镇官窑瑶平路北侧润和商业市场D座39号,小吃店 ,23.22772,113.080551,狮山镇,永安大道
 佛山市南海区松岗足味小食店,粤餐证字2014440605004196,2017-06-03,佛山市南海区狮山镇松岗松夏工业园综合市场电影院4-5号铺位,小型餐馆 ,23.128195,113.075219,大沥镇,S263(广云路)
 佛山市南海区谊宛桂林米粉店,粤餐证字2014440605004197,2017-06-03,佛山市南海区狮山镇官窑大榄圩直街第11号首层,小吃店 ,23.124953,113.002144,狮山镇,博爱路
 佛山市翊嘉工艺设计制品有限公司,粤餐证字2014440605004198,2017-06-03,佛山市南海区狮山镇松夏社区科技西路15号,食堂 ,23.160279,113.053168,狮山镇,科技西路
 佛山市南海区西樵百悦湾农庄,粤餐证字2014440605004200,2017-06-03,佛山市南海区西樵镇西岸大槎围村商铺,中型餐馆 ,22.875112,112.881826,九江镇,X517(常安路)
 佛山市南海区松岗思宜美食店,粤餐证字2014440605004199,2017-06-03,佛山市南海区狮山镇松岗元岗日昌市场14-16号铺,小吃店 ,23.147192,113.096797,狮山镇,松岗大道
 佛山市南海区九江食得喜餐馆,粤餐证字2014440605004201,2015-02-14,佛山市南海区九江镇南方村南兴开发区（南兴路8号）,中型餐馆 ,22.822956,113.016504,九江镇,南乡路南
 佛山市南海区西樵香喷喷快餐店,粤餐证字2014440605004202,2017-06-03,佛山市南海区西樵商业城145、146号铺,小型餐馆 ,22.944605,112.981962,西樵镇,江浦东路
 佛山市南海区西樵甜言蜜语甜品店,粤餐证字2014440605004203,2017-06-03,佛山市南海区西樵镇碧霞一路西樵高级中学对面崇南安居房A座08号商铺,饮品店 ,22.961973,112.98129,西樵镇,碧霞一路
 佛山市圣德堡餐饮管理有限公司小塘圣德堡餐厅,粤餐证字2014440605004205,2017-06-04,佛山市南海区狮山镇小塘教育路惠雅苑楼4-5号,快餐店 ,23.106169,112.967859,狮山镇,三环西路辅路
 佛山市南海区西樵花花烧味快餐店,粤餐证字2014440605004204,2017-06-03,佛山市南海区西樵镇西樵村西吴村“村境路边”商业广场-C1栋首层14-15号铺,小型餐馆 ,22.941685,112.974095,西樵镇,江浦西路
 佛山市南海区桂城林岳幼儿园,粤餐证字2014440605004207,2017-06-04,佛山市南海区桂城平洲林岳大道50号,食堂 ,22.997871,113.230508,桂城街道,林岳大道
 佛山大唐纺织印染服装面料有限公司,粤餐证字2014440605004208,2017-06-04,佛山市南海西樵镇百西“西樵科技工业园”A区内,食堂 ,22.968831,112.924689,西樵镇,S269
 佛山市南海区星源小食店,粤餐证字2014440605004206,2017-06-04,佛山市南海区桂城街道南桂东路33号之7号铺,小吃店 ,23.020829,113.115231,祖庙街道,后龙一街
 佛山市美味鲜餐饮管理服务有限公司,粤餐证字2014440605004209,2017-06-04,佛山市南海区桂城街道平洲林岳西步村民小组西坊41号,小型餐馆 ,23.039385,113.205114,桂城街道,江右大街
 佛山市南海区桂城中小学营养配餐中心,粤餐证字2014440605004210,2017-06-04,佛山市南海区桂城平三路科技园,集体用餐配送单位 ,23.03704,113.138438,桂城街道,桂城镇东约区新邨大街
 保利（佛山）酒店有限公司,粤餐证字2014440605004211,2017-06-04,佛山市南海区桂城街道保利洲际酒店负一层,食堂 ,23.059314,113.142587,桂城街道,灯湖东路
 佛山市南海区西樵潮金楼食坊,粤餐证字2014440605004212,2017-06-04,佛山市南海区西樵樵金路（轻纺城）之东第二幢商铺首层6-8号,中型餐馆 ,22.952554,112.97404,西樵镇,广厦路
 佛山市南海区昇琼饮食店,粤餐证字2014440605004213,2017-06-04,佛山市南海区狮山镇松岗山南鹤园盘龙岗山南综合市场B座首层22号商铺,小吃店 ,23.124953,113.002144,狮山镇,博爱路
 味千拉面饮食服务（深圳）有限公司佛山石龙南路店,粤餐证字2014440605004214,2017-06-04,佛山市南海区桂城街道石龙南路6号南海怡丰城一层142号,小型餐馆 ,23.034916,113.18179,桂城街道,石龙南路
 佛山市桂豪商务酒店有限公司,粤餐证字2014440605004215,2017-06-05,佛山市南海区桂城新佛平路75街区南海装饰城C区四楼,中型餐馆 ,23.04087,113.161852,桂城街道,夏西工业区二路
 佛山市南海区里水昱昌小食店,粤餐证字2014440605004218,2017-06-05,佛山市南海区里水镇里广路164-6号,小吃店 ,23.195499,113.164892,里水镇,里广路
 佛山市南海区里水品涛饮食店,粤餐证字2014440605004216,2017-06-05,佛山市南海区里水镇和顺大道市场二路17号之一,小吃店 ,23.251834,113.132638,里水镇,市场二路
 佛山市南海区丹灶镇嘉欢小食店,粤餐证字2014440605004217,2017-06-05,佛山市南海区丹灶镇金宁社区桂丹西路8号理想家园16栋33号商铺,小吃店 ,23.047287,112.868797,丹灶镇,S269(桂丹西路)
 佛山市南海区胡绍樟小吃店,粤餐证字2014440605004219,2017-06-05,佛山市南海区桂城街道天佑六路88号B铺,小吃店 ,23.033855,113.142649,桂城街道,天佑六路
 佛山市南海区零零捌烧腊店,粤餐证字2014440605004220,2017-06-05,佛山市南海区狮山镇罗村北湖一路4号时代倾城52-56栋首层008号商铺,小型餐馆 ,23.066393,113.044454,狮山镇,状元路
 佛山市南海区文明美食店,粤餐证字2014440605004225,2017-06-08,佛山市南海区狮山镇小塘塘下路沿江南50号（办公室）,中型餐馆 ,23.106169,112.967859,狮山镇,三环西路辅路
 佛山市南海区小塘水清饺子馆,粤餐证字2014440605004224,2017-06-08,佛山市南海区狮山镇小塘城区思贤路兴辉楼103、104号,小吃店 ,23.099157,112.977493,狮山镇,四环路
 佛山市南海区宴恭馆美食店,粤餐证字2014440605004221,2017-06-05,佛山市南海区罗村桂丹路联和果南村口综合楼首层南面商铺,大型餐馆 ,23.055613,113.04271,狮山镇,城中路
 佛山市南海石门实验中学,粤餐证字2014440605004222,2017-06-08,佛山市南海区狮山人民路,食堂 ,23.110288,113.003492,狮山镇,佛山一环辅路
 百胜餐饮(广东)有限公司南海嘉信茂广场餐厅,粤餐证字2014440605004223,2017-06-08,佛山市南海区桂城南海大道北75号嘉信茂广场1层40/41室、2层29-31A/31D室,快餐店 ,23.034853,113.135012,桂城街道,天佑三路
 佛山市南海区农家宝美食店,粤餐证字2014440605004226,2017-06-08,佛山市南海区狮山镇罗村南湖二路嘉明楼14、15号铺,小型餐馆 ,23.060914,113.051977,狮山镇,南湖二路
 佛山市南海区罗村坤记甜品店,粤餐证字2014440605004229,2017-06-08,佛山市南海区狮山镇罗村罗湖区罗湖一路22号,小型餐馆 ,23.061735,113.045435,狮山镇,罗湖一路
 佛山市南海区夜风奶茶店,粤餐证字2014440605004230,2017-06-08,佛山市南海区狮山镇博爱路南海湖景湾花园湖茵轩（02栋）B座底层08号商铺,饮品店 ,23.122408,113.000869,狮山镇,博爱中路
 佛山市南海区金牌隆江快餐店,粤餐证字2014440605004228,2017-06-08,佛山市南海区狮山镇罗村乐城三路富安花园B区富怡阁富贤阁首层商铺03号,小型餐馆 ,23.070102,113.094797,大沥镇,副食日杂四街
 佛山市南海区罗村充华牛肉丸店,粤餐证字2014440605004227,2017-06-08,佛山市南海区罗村街道联星上二乐安商业街E座13号铺,小型餐馆 ,23.129717,113.001205,狮山镇,丽怡路
 佛山市南海区名钻会娱乐有限公司,粤餐证字2014440605004231,2017-06-08,佛山市南海区狮山镇官窑瑶平路富弘苑2号楼1-3层,小吃店 ,23.22772,113.080551,狮山镇,永安大道
 佛山市南海区永沣餐厅,粤餐证字2014440605004232,2017-06-09,佛山市南海区盐步平安大道25号之二铺二楼,中型餐馆 ,23.109491,113.152962,大沥镇,平安大道
 佛山市南海区贺明辉美食店,粤餐证字2014440605004233,2017-06-09,佛山市南海区桂城街道南桂东路33号第1号铺,小吃店 ,23.035199,113.139721,桂城街道,南桂东路
 佛山市南海区金沙联安市场孜然美食店,粤餐证字2014440605004235,2017-06-09,佛山市南海区金沙联安市场S16号,小型餐馆 ,23.111875,112.919643,丹灶镇,X512(中心公路)
 佛山市南海区丹灶供电所,粤餐证字2014440605004237,2017-06-09,佛山市南海区丹灶镇桂丹西路103号,食堂 ,23.054937,112.910097,丹灶镇,桂丹西路
 佛山市南海区丹灶余日广小食店,粤餐证字2014440605004238,2017-06-09,佛山市南海区丹灶镇金宁社区金兴路5号之一B47、B48号铺,小型餐馆 ,23.064997,112.958439,丹灶镇,文沙路
 佛山市南海区南新应记面家,粤餐证字2014440605004239,2017-06-09,佛山市南海区桂城南新一路11号清华园木棉阁首层1、2号商铺,中型餐馆 ,23.027382,113.145244,桂城街道,南新一路
 佛山市南海区罗村联星强力凉茶店,粤餐证字2014440605004240,2017-06-09,佛山市南海区狮山镇罗村乐城南区28号之3号,饮品店 ,23.060926,113.095857,狮山镇,乐城三路
 广东朝野科技有限公司A饭堂,粤餐证字2014440605004241,2017-06-09,佛山市南海区狮山镇松岗松夏社区长盛路3号,食堂 ,23.174217,113.075581,狮山镇,长盛路
 佛山市南海区丹灶那家咖啡店,粤餐证字2014440605004243,2017-06-10,佛山市南海区丹灶镇樵丹北路7号南海亿美实业有限公司综合楼（编号：C座首层92、夹层92、93）,饮品店 ,23.041812,112.90575,丹灶镇,樵丹北路
 佛山市南海区乔家面馆,粤餐证字2014440605004242,2017-06-09,佛山市南海区桂城街道夏西三联村“沙骨”地段紫金城1号楼B8号1F、B9-B10号3F号铺,大型餐馆 ,23.041607,113.161521,桂城街道,紫金城美食商业街
 佛山市南海区高频小吃店,粤餐证字2014440605004244,2017-06-10,佛山市南海区大沥镇黄岐建设大道1号中海金沙湾东区商业C108号商铺,小吃店 ,23.140756,113.202326,大沥镇,沙溪大道
 佛山市南海区桂城尼克饮品店,粤餐证字2014440605004245,2017-06-10,佛山市南海区桂城街道东平路金百福都市广场A栋首层08号商铺,小型餐馆 ,23.027507,113.164789,桂城街道,平海路
 佛山市南海区桂城街道桂江第一初级中学,粤餐证字2014440605004246,2017-06-10,佛山市南海区桂城街道南新三路1号,食堂 ,23.030594,113.134567,桂城街道,南新三路
 佛山市南海区里水鸿薯皇小食店,粤餐证字2014440605004247,2017-06-10,佛山市南海区里水镇里水村红旗中心村11号首层之一,小吃店 ,23.200862,113.150907,里水镇,红旗一横路
 佛山市南海里水新裕洪记酒家,粤餐证字2014440605004248,2017-06-10,佛山市南海区里水镇沙涌高速公路侧,大型餐馆 ,23.145231,113.158265,里水镇,S361(里水大道南)
 佛山市南海区大沥大镇金龙海鲜楼,粤餐证字2014440605004250,2017-06-10,佛山市南海区大沥大镇公路北边,大型餐馆 ,23.112482,113.116558,大沥镇,振兴路
 佛山市南海区阿里郞餐厅,粤餐证字2014440605004249,2017-06-10,佛山市南海区桂城街道南海大道北44号24号铺之一首二层,中型餐馆 ,23.045448,113.134787,桂城街道,南海大道
 广东三元麦当劳食品有限公司佛山南海桂澜北路分店,粤餐证字2014440605004251,2017-06-10,佛山市南海区桂澜北路28号万达广场南8栋二层2006-2007号商铺,快餐店 ,23.066038,113.152444,桂城街道,五胜河南路
 佛山市南海泰永土菜馆,粤餐证字2014440605004252,2017-06-10,佛山市南海区狮山镇穆院村“牛巷口”狮山美食城综合楼三首层东南面4号,中型餐馆 ,23.125441,113.006309,狮山镇,政协路
 佛山市南海区哗哒小食店,粤餐证字2014440605004254,2017-06-11,佛山市南海区桂城街道叠南茶基村土名“包爷庙”,小型餐馆 ,23.054805,113.119814,桂城街道,文华北路
 佛山市南海区九江鸿悦美食店,粤餐证字2014440605004255,2017-06-10,佛山市南海区九江镇梅圳原上北派出所门前的8-9号铺位,小型餐馆 ,23.074541,113.029545,狮山镇,佳琪路
 佛山市南海区大沥颜峰坚记甜品屋,粤餐证字2014440605004253,2017-06-10,佛山市南海区狮山镇颜峰大道,小吃店 ,23.138798,113.07949,狮山镇,颜峰大道
 佛山市南海区828拉面店,粤餐证字2014440605004256,2017-06-11,佛山市南海区狮山镇湖景湾花园08栋底层828号,小吃店 ,23.121079,112.996032,狮山镇,X514(红星南路)
 佛山市南海区小塘莲塘小食店,粤餐证字2014440605004257,2017-06-11,佛山市南海区狮山镇小塘狮山新城321国道边,大型餐馆 ,23.138553,112.95789,狮山镇,塘新一路
 佛山市南海区里水桥宝小食店,粤餐证字2014440605004258,2017-06-11,佛山市南海区里水镇新联桥星村桥一新村南9号,小吃店 ,23.194296,113.162395,里水镇,赤坎路
 百胜餐饮（广东）有限公司南海桂平路餐厅,粤餐证字2014440605004259,2017-06-11,佛山市南海区桂城街道佛平路和桂平路交汇处（太港城广场）首层部分及夹层部分,快餐店 ,23.012836,113.113936,石湾镇街道,玫瑰西路
 佛山市南海区官窑长征大碗菜馆,粤餐证字2014440605004260,2017-06-12,佛山市南海区狮山镇官窑村厚西村民小组（土名：长墩地）铺位首层自编1、2、3号,中型餐馆 ,23.227988,113.064473,狮山镇,石市路
 佛山市鸿创餐饮管理服务有限公司,粤餐证字2014440605004261,2017-06-12,佛山市南海区狮山镇松岗石塘路永安商业服务区（宿舍A座）一楼15号商铺,食堂 ,23.147192,113.096797,狮山镇,松岗大道
 佛山市南海楠枫织造有限公司,粤餐证字2014440605004262,2017-06-12,佛山市南海区狮山镇松岗松夏工业城科技路,食堂 ,23.147192,113.096797,狮山镇,松岗大道
 佛山市南海区念湘川菜馆,粤餐证字2014440605004263,2017-06-12,佛山市南海区桂城街道石肯四村西华村一北边坊24号首层,小型餐馆 ,23.013226,113.152021,桂城街道,桂业路
 佛山市南海桂城海叁渔港美食店,粤餐证字2014440605004264,2017-06-12,佛山市南海区桂城街道叠南圣堂村七字涌G7街区8-9号,小型餐馆 ,23.052772,113.126315,桂城街道,海四路
 佛山市南海区桂城姜皇凉茶店,粤餐证字2014440605004265,2017-06-12,佛山市南海区桂城海三西路十九号翠庭轩七幢6号商铺,饮品店 ,23.052519,113.126339,桂城街道,海四路
 佛山市南海区里水邹记小食店,粤餐证字2014440605004266,2017-06-15,佛山市南海区里水镇里水商贸中心市场首层通道加位A1档,小吃店 ,23.187531,113.155164,里水镇,石荣路
 佛山市南海区罗村嫦娥小食店,粤餐证字2014440605004267,2017-06-15,佛山市南海区狮山镇罗村联星大道,小吃店 ,23.052265,113.07756,狮山镇,X508(佛罗路)
 佛山市南海区梓丰塑料实业有限公司,粤餐证字2014440605004268,2017-06-15,佛山市南海区桂城街道平洲平南吉汀围吉祥西路南6号,食堂 ,23.039385,113.205114,桂城街道,江右大街
 佛山市南海区官窑湘爸小食店,粤餐证字2014440605004269,2017-06-15,佛山市南海区狮山镇官窑群岗南边村前2、3号铺,小型餐馆 ,23.153325,113.129382,里水镇,X513(大甘路)
 佛山市南海区大沥郑玉兰汤粉店,粤餐证字2014440605004270,2017-06-15,佛山市南海区大沥园东南路沥伟楼首层132号铺,小吃店 ,23.111899,113.119594,大沥镇,园东南路
 佛山市南海区里水云辉饺子馆,粤餐证字2014440605004271,2017-06-15,佛山市南海区里水镇大冲联星村“车边步商铺15号首层,小型餐馆 ,23.201026,113.158807,里水镇,新兴路
 佛山市南海区一尚饮品店,粤餐证字2014440605004272,2017-06-15,佛山市南海区大沥镇岭南路85号广佛智城4号楼4115号,饮品店 ,23.118844,113.139289,大沥镇,滘口路
 佛山市南海区西樵水上人家餐厅,粤餐证字2014440605004274,2017-06-15,佛山市南海区西樵西岸荔枝塘旧村前,中型餐馆 ,22.86709,112.865846,九江镇,
 佛山市南海满盈餐饮有限公司,粤餐证字2014440605004275,2017-06-15,佛山市南海区西樵镇西吴村过境公路边活力新城广场3F44-02铺,中型餐馆 ,22.951618,112.97826,西樵镇,S113(樵金路)
 佛山市南海区双风美食店,粤餐证字2014440605004276,2017-06-17,佛山市南海区桂城街道东二中心村中心大街12号,快餐店 ,23.029277,113.15436,桂城街道,中心大街
 佛山市南海区老食鼎餐厅,粤餐证字2014440605004277,2017-06-17,佛山市南海区桂城街道东二中心村A区三巷3号首层西面铺位之二,小型餐馆 ,23.030146,113.153738,桂城街道,中心大街
 佛山市南海区柳柳小食店,粤餐证字2014440605004278,2017-06-17,佛山市南海区桂城街道东二中心村A区8巷2号4号铺,小吃店 ,23.030146,113.153738,桂城街道,中心大街
 佛山市南海区沙头回头川菜店,粤餐证字2014440605004280,2017-06-18,佛山市南海区九江镇沙头祥瑞路何颖彬商铺B座第六仓铺位,小型餐馆 ,22.916224,113.023596,九江镇,清平路
 佛山市南海区有意奶茶店,粤餐证字2014440605004279,2017-06-19,佛山市南海区桂城街道平洲夏教市场综合大楼2号铺,饮品店 ,23.033446,113.193605,桂城街道,六村大道
 佛山市南海区九江壹日咖啡馆,粤餐证字2014440605004281,2017-06-19,佛山市南海区九江镇上西洛口开发区15号关杰初厂房首层之一,饮品店 ,22.833696,112.988233,九江镇,江滨路
 佛山市南海区万椿面制品店,粤餐证字2014440605004282,2017-06-19,佛山市南海区狮山镇小塘二环路牧工商楼首层80号铺,小吃店 ,23.106169,112.967859,狮山镇,三环西路辅路
 佛山市南海区金沙镇联沙徐其修凉茶铺三分店,粤餐证字2014440605004283,2017-06-19,佛山市南海区西樵江浦西路如意楼6号铺位,饮品店 ,22.942574,112.971066,西樵镇,文明路
 佛山市南海区丹灶汪林风小食店,粤餐证字2014440605004284,2017-06-19,佛山市南海区丹灶镇广丰路20号首层4号铺,小吃店 ,23.040834,112.911053,丹灶镇,有为大道
 佛山市南海佛流涎火锅店,粤餐证字2014440605004285,2017-06-19,佛山市南海区狮山镇罗村沿江北路2号负一层3号,中型餐馆 ,23.061634,113.041224,狮山镇,沿江北路
 佛山市南海区丹灶无限美甜品店,粤餐证字2014440605004286,2017-06-19,佛山市南海区丹灶镇横江海滨路28号,小吃店 ,23.042153,112.916239,丹灶镇,珍丰路
 佛山市南海区西樵真味道石磨肠粉店,粤餐证字2014440605004287,2017-06-19,佛山市南海区西樵镇崇南黎涌大德综合楼商铺首层503铺,小吃店 ,22.959368,112.98385,西樵镇,启沅路
 佛山市南海区舌尖上的美食店,粤餐证字2014440605004288,2017-06-19,佛山市南海区狮山镇罗村新湖一路15号B座楼地下4号之一,小型餐馆 ,23.061489,113.04436,狮山镇,新湖一路
 佛山市南海区大沥小精灵幼儿园,粤餐证字2014440605004289,2017-06-19,佛山市南海区大沥镇黄岐沙溪东二新村三街5号,食堂 ,23.128505,113.07882,狮山镇,S263(广云路)
 佛山市南海区大沥森润美食店,粤餐证字2014440605004291,2017-06-19,佛山市南海区大沥镇体育路北起二座第2间,小吃店 ,23.112067,113.104895,大沥镇,新城大道辅路
 佛山市南海区里水英桔莉饮食店,粤餐证字2014440605004290,2017-06-19,佛山市南海区里水镇和顺大道2号,小型餐馆 ,23.252216,113.130358,里水镇,和顺大道
 佛山市南海区狮山万石幼儿园,粤餐证字2014440605004293,2017-06-22,佛山市南海区狮山镇万石村松岗工业园元岗市场对面,食堂 ,23.18528,113.078684,狮山镇,X493(松岗大道)
 佛山市南海区里水昌荣米粉店,粤餐证字2014440605004297,2017-06-22,佛山市南海区里水镇和顺市场一路6号首层之三,小吃店 ,23.252453,113.130767,里水镇,和顺市场一路
 佛山市南海区华雄客家菜馆,粤餐证字2014440605004295,2017-06-22,佛山市南海区狮山镇狮山科技工业园科韵路刘洞村配套中心之A座4号商铺,小型餐馆 ,23.095067,113.003865,狮山镇,狮山大道
 佛山市南海区狮山豪景幼儿园,粤餐证字2014440605004294,2017-06-22,佛山市南海区狮山镇官窑瑶平路37号豪景新城幼儿园,食堂 ,23.224536,113.067578,狮山镇,瑶平路辅路
 佛山市南海区官窑丽源小食店,粤餐证字2014440605004296,2017-06-22,佛山市南海区狮山镇官窑瑶平路北侧润和商业广场A座首层A9、A10、A11号铺,小吃店 ,23.225812,113.070713,狮山镇,窑平路
 佛山市南海区里水湘锐餐馆,粤餐证字2014440605003906,2017-04-17,佛山市南海区里水镇宏岗村里和路7号首层,小型餐馆 ,23.225308,113.1421,里水镇,里和路
 佛山市南海区乡聚缘美食店,粤餐证字2014440605003907,2017-04-17,佛山市南海区桂城街道东二中心村中心大街7号一楼之二,小型餐馆 ,23.029432,113.154119,桂城街道,中心大街
 佛山市南海区甘雨糖水店,粤餐证字2014440605003908,2017-04-17,佛山市南海区狮山镇罗村社会管理处罗湖乐园1路1号商铺,小吃店 ,23.061399,113.043548,狮山镇,乐园一路
 佛山市南海区罗村今味餐厅,粤餐证字2014440605003909,2017-04-17,佛山市南海区狮山镇罗村城区金盛广场一期1号楼4、5号铺,中型餐馆 ,23.059621,113.047597,狮山镇,府前路
 佛山市南海区里水甘蕉上街幼儿园,粤餐证字2014440605003910,2017-04-17,佛山市南海区里水镇甘蕉上街村南向街175号,食堂 ,23.172173,113.137333,里水镇,南向街
 佛山市南海区腾发牛肉丸美食店,粤餐证字2014440605003911,2017-04-17,佛山市南海区狮山镇罗村联星沙堤路27号商铺,小吃店 ,23.069009,113.063593,狮山镇,沙堤路
 佛山市南海四海泰兴实业有限公司,粤餐证字2014440605003912,2017-04-17,佛山市南海区里水镇和桂工业园和益路2号,食堂 ,23.270649,113.082878,里水镇,和益路
 佛山市南海区大沥润乐面店,粤餐证字2014440605003913,2017-04-17,佛山市南海区大沥大镇四中西区3号,小吃店 ,23.089046,113.104112,大沥镇,大镇大道
 佛山市南海区九江润彩凉茶店,粤餐证字2014440605003914,2017-04-20,佛山市南海区九江镇儒林西路38号地下3号铺,饮品店 ,22.835366,113.007869,九江镇,儒林西路
 佛山市南海置基物业代理有限公司,粤餐证字2014440605003916,2017-04-20,佛山市南海区桂城街道天佑三路15号,食堂 ,23.034912,113.134397,桂城街道,天佑三路
 佛山市南海区宇乾堂凉茶店,粤餐证字2014440605003918,2017-04-20,佛山市南海区大沥镇盐步大道西侧富景花园25号商铺,饮品店 ,23.095322,113.172349,大沥镇,盐步大道
 佛山市南海区三味快餐店,粤餐证字2014440605003917,2017-04-20,佛山市南海区桂城街道石肯圩镇E9号商铺,小型餐馆 ,23.013226,113.152021,桂城街道,桂业路
 广东三元麦当劳食品有限公司佛山南港路分店,粤餐证字2014440605003919,2017-04-20,佛山市南海区桂城街道石龙南路6号1层109号商铺,快餐店 ,23.02884,113.183331,桂城街道,石龙南路
 佛山市南海区和顺晨晨饺子馆,粤餐证字2014440605003920,2017-04-21,佛山市南海区里水镇和顺花园大道30号,中型餐馆 ,23.201026,113.158807,里水镇,新兴路
 佛山市南海区里水粥鼎记饮食店,粤餐证字2014440605003921,2017-04-21,佛山市南海区里水镇里水大道中129-3号首层2-7号铺,中型餐馆 ,23.183706,113.147768,里水镇,里广路
 佛山市南海区筷乐屋小食店,粤餐证字2014440605003922,2017-04-21,佛山市南海区桂城街道平洲三山基业花园25号楼3号商铺,小吃店 ,23.031367,113.213749,桂城街道,环岛西路
 佛山市南海旺阁渔村饮食服务有限公司,粤餐证字2014440605003923,2017-04-21,佛山市南海区西樵镇崇南开发区樵金路与崇民西路交汇处,特大型餐馆 ,22.932598,112.997663,西樵镇,
 广东昭信平洲电子有限公司,粤餐证字2014440605003924,2017-04-21,佛山市南海区平洲沙尾桥工业西区,食堂 ,23.047403,113.210338,中南街道,花地大道南
 佛山市南海区官窑禧来登川菜馆,粤餐证字2014440605003925,2017-04-21,佛山市南海区狮山镇官窑大道3号,中型餐馆 ,23.233096,113.074322,狮山镇,官窑大道
 佛山市南海百膳美食店,粤餐证字2014440605003926,2017-04-21,佛山市南海区狮山镇穆院村“牛巷口”狮山美食城综合楼一首层东南面2号,大型餐馆 ,23.125441,113.006309,狮山镇,政协路
 佛山市南海区官窑恋之豆豆浆店,粤餐证字2014440605003927,2017-04-21,佛山市南海区狮山镇官窑起凤西路40号地下铺位,小吃店 ,23.228321,113.074003,狮山镇,振兴北路
 佛山市南海区松岗爵山岛咖啡厅,粤餐证字2014440605003928,2017-04-21,佛山市南海区狮山镇松岗南国桃园天安鸿基花园会所,中型餐馆 ,23.173518,113.110149,狮山镇,鸿基大道
 广东雅洁五金有限公司,粤餐证字2014440605003929,2017-04-21,佛山市南海区狮山镇大圃长虹岭工业园长岗北路,食堂 ,23.134876,113.035473,狮山镇,长虹路
 广东三元麦当劳食品有限公司大沥分店,粤餐证字2014440605003931,2017-04-22,佛山市南海区大沥镇广云路,快餐店 ,23.112067,113.104895,大沥镇,新城大道辅路
 佛山市南海区里水实验幼儿园,粤餐证字2014440605003930,2017-04-22,佛山市南海区里水镇邓岗大道2号,食堂 ,23.188927,113.149905,里水镇,邓岗大道
 佛山市南海区西樵肥仔烧腊快餐店,粤餐证字2014440605003932,2017-04-22,佛山市南海区西樵镇官山办事处建新街4号之3,小型餐馆 ,22.920742,113.022517,九江镇,建新街
 佛山市南海永好玩具有限公司,粤餐证字2014440605003933,2017-04-22,佛山市南海区盐步永青路,食堂 ,23.086443,113.175976,大沥镇,永青路
 广东三元麦当劳食品有限公司南海九江分店,粤餐证字2014440605003934,2015-02-24,佛山市南海区九江镇洛浦大道19号洛明楼首层1、2、3号商铺,快餐店 ,22.838139,112.999921,九江镇,洛浦大道
 佛山市南海陈华川菜馆,粤餐证字2014440605003935,2017-04-23,佛山市南海区大沥镇黄岐西湖路南边102号,中型餐馆 ,23.119485,113.190219,大沥镇,鄱阳路
 佛山市南海区大沥杭富人家餐馆,粤餐证字2014440605003936,2017-04-23,佛山市南海区大沥镇民富路2号一层,中型餐馆 ,23.112664,113.11446,大沥镇,民富路
 中国农业银行股份有限公司南海分行,粤餐证字2014440605003937,2017-04-23,佛山市南海区桂城南海大道北72号金汇大厦,食堂 ,23.037123,113.135889,桂城街道,南海大道南
 佛山市南海区里水老地方川菜馆,粤餐证字2014440605003938,2017-04-23,佛山市南海区里水镇新联村新联工业区镇东大道西八巷1号之3首层,中型餐馆 ,23.195831,113.16603,里水镇,里广路
 佛山市南海区里水廖谓饮食店,粤餐证字2014440605003939,2017-04-23,佛山市南海区里水镇里水商贸中心市场首层北面G08号,小吃店 ,23.187531,113.155164,里水镇,石荣路
 佛山市南海区狮山哈津摇篮幼儿园,粤餐证字2014440605003940,2017-04-23,佛山市南海区狮山镇小塘狮西村西坑岗,食堂 ,23.175941,112.953983,狮山镇,长安路
 佛山市南海区缘鼎记美食店,粤餐证字2014440605003941,2017-04-23,佛山市南海区桂城街道平东沙园新综合楼9号A1商铺,大型餐馆 ,23.008435,113.111264,石湾镇街道,华远东路
 佛山市南海区桂城红苹果多元智能幼儿园,粤餐证字2014440605003942,2017-04-23,佛山市南海区桂城南海大道金菊邨住宅小区内,食堂 ,23.052565,113.135427,桂城街道,南海大道
 佛山市南海区众旺美食店,粤餐证字2014440605003943,2017-04-23,佛山市南海区罗村沿江北路2号金船湾广场A座负一层临街商铺,中型餐馆 ,23.061634,113.041224,狮山镇,沿江北路
 佛山市南海区官窑光青小食店,粤餐证字2014440605003945,2017-04-23,佛山市南海区狮山镇官窑教育西路一号,小吃店 ,23.233307,113.078325,狮山镇,凤源东路
 佛山市南海区西樵刘观华小食店,粤餐证字2014440605003946,2017-04-24,佛山市南海区西樵镇樵金路段至崇南黎涌路段四季商业广场A座首层A08之二号铺,小型餐馆 ,22.956874,112.979097,西樵镇,启沅路
 佛山市南海区官窑娣仔小食店,粤餐证字2014440605003947,2017-04-24,佛山市南海区狮山镇官窑办事处汀圃开发区铺位西座第2—4间,中型餐馆 ,23.232348,113.07427,狮山镇,官窑大道
 佛山市南海区狮山镇松岗中心小学,粤餐证字2014440605003948,2017-04-24,佛山市南海区狮山镇松岗文华东路1号,食堂 ,23.141697,113.101875,狮山镇,文华东路
 佛山市南海区水磨坊小食店,粤餐证字2014440605003944,2017-04-23,佛山市南海区狮山镇罗村罗湖中路罗湖花园怡安楼3、4号商铺,小型餐馆 ,23.060313,113.051691,狮山镇,府前路
