 名称,许可证号,许可证有效期,地址,类型 ,lat,lng,town
 佛山市南海区桂城杯子红茶馆城市广场分店,粤餐证字2014440605003653,2017-02-07,佛山市南海区桂城桂澜路城市广场C座E区一层109a，b，c号铺,大型餐馆 ,23.036559,113.151399,桂城街道,桂平西路
 佛山市南海区汇康餐饮管理有限公司,粤餐证字2014440605003654,2017-02-09,佛山市南海区桂城街道东二村民委员会南兴村民小组“百丈岭”（桂城73街区）,集体用餐配送单位 ,23.032005,113.144837,桂城街道,南兴大街
 佛山市南海区新泉大酒店有限公司,粤餐证字2014440605003655,2017-02-09,佛山市南海区桂城海三路新世豪停车场北侧,大型餐馆 ,23.03704,113.138438,桂城街道,桂城镇东约区新邨大街
 佛山市南海区黄进湘菜馆,粤餐证字2014440605003656,2017-02-09,佛山市南海区罗村朗沙工业大道边（南宝达电器实业有限公司铺位）,小型餐馆 ,23.041238,113.039736,狮山镇,沿江南路
 佛山市南海区平洲东豪园林海鲜酒家,粤餐证字2014440605003657,2017-02-09,佛山市南海区桂城街道平洲南港大道,食堂 ,23.039552,113.189708,桂城街道,南港路
 佛山市南海区丹灶樱木寿司店,粤餐证字2014440605003658,2017-02-10,佛山市南海区丹灶镇有为大道28号都市晴园C座01号商铺之一,快餐店 ,23.041053,112.909598,丹灶镇,有为大道
 佛山市南海区桂城山中采餐厅,粤餐证字2014440605003659,2017-02-10,佛山市南海区桂城街道平北平十路20-24号铺,小型餐馆 ,23.11267,113.134782,大沥镇,中建愽美五金装饰材料城九路
 佛山市南海区黄岐如轩砂锅粥店,粤餐证字2014440605003660,2017-02-10,佛山市南海区黄岐沙溪大道,中型餐馆 ,23.119485,113.190219,大沥镇,鄱阳路
 佛山市南海区盐步华苑面馆,粤餐证字2014440605003661,2017-02-10,佛山市南海区盐步环镇路95号,小吃店 ,23.118014,113.117182,大沥镇,拱北街
 佛山市南海区九江会华米粉店,粤餐证字2014440605003662,2017-02-12,佛山市南海区九江镇下西侯王村南约生产组150号之一号铺位,小吃店 ,22.830151,113.000261,九江镇,洪圣村路
 佛山市南海区星辉学校饭堂,粤餐证字2014440605003663,2017-02-12,佛山市南海区狮山镇官窑沙头村星辉学校,食堂 ,23.214006,112.989593,狮山镇,
 佛山市南海区丹灶熊金林小食店,粤餐证字2014440605003664,2017-02-12,佛山市南海区丹灶镇横江海滨路59号自编3号铺,小吃店 ,23.042153,112.916239,丹灶镇,珍丰路
 佛山市南海区君禄和味鲜餐饮有限公司,粤餐证字2014440605003665,2016-12-09,佛山市南海区桂城南新一路石桥侧东二文化活动中心首层,大型餐馆 ,23.027595,113.148779,桂城街道,南新一路
 佛山市南海区西樵家湘饭店,粤餐证字2014440605003666,2017-02-13,佛山市南海区西樵西吴村过境公路边活力新城广场3F45-01号铺,中型餐馆 ,22.951618,112.97826,西樵镇,S113(樵金路)
 佛山市南海区癞子面馆,粤餐证字2014440605003667,2017-02-16,佛山市南海区桂城街道海一路25号B铺,小吃店 ,23.045337,113.135985,桂城街道,海一路
 佛山市粥家庄餐饮管理有限公司南海官山分公司,粤餐证字2014440605003668,2017-02-16,佛山市南海区西樵镇江浦东路86号（远东酒店）首层9-11号铺,快餐店 ,23.017058,113.127716,祖庙街道,忠义路
 佛山市南海区西樵顺鸿酒楼,粤餐证字2014440605003670,2017-02-16,佛山市南海区西樵镇百东张家村牌坊边的商铺,大型餐馆 ,22.932598,112.997663,西樵镇,
 佛山市南海区桂城三山新填地幼儿园,粤餐证字2014440605003671,2017-02-17,佛山市南海区桂城街道三山新填地村民小组内,食堂 ,23.027402,113.232682,桂城街道,长江路
 广东省第二荣军医院,粤餐证字2014440605003672,2017-02-18,佛山市南海区西樵镇江浦西路59号,食堂 ,22.949658,112.976149,西樵镇,庆和街
 佛山市南海区西樵黄学龙小食店,粤餐证字2014440605003673,2017-02-18,佛山市南海区西樵镇西樵村坑边村民小组沿江路综合楼1号地下3号铺,小型餐馆 ,22.941685,112.974095,西樵镇,江浦西路
 佛山市南海大沥烧鹅文烧鹅快餐店,粤餐证字2014440605003674,2017-02-19,佛山市南海区盐步平安大道25号之二铺一楼,快餐店 ,23.109491,113.152962,大沥镇,平安大道
 佛山市南海区桂城芝娃娃饮品店,粤餐证字2014440605003675,2017-02-19,佛山市南海区桂城街道桂澜南路45号怡翠世嘉购物商场三层A3-32号,饮品店 ,23.013695,113.149062,桂城街道,桂澜路
 佛山市南海区醉和味快餐店,粤餐证字2014440605003676,2017-02-19,佛山市南海区桂城街道南四路13号一幢14号铺,快餐店 ,23.041833,113.136262,桂城街道,南四路
 佛山市南海区焯佳小吃店,粤餐证字2014440605003677,2017-02-19,佛山市南海区桂城街道海三路建南开发区中区佛山珠江酱油厂宿舍楼首层7号铺,小吃店 ,23.050678,113.136498,桂城街道,海三路
 佛山市南海区鑫龙包子店,粤餐证字2014440605003679,2017-02-19,佛山市南海区西樵镇官山圩长堤路樵雄花园A座首层8号商铺,小吃店 ,22.943266,112.975974,西樵镇,江浦西路
 佛山市南海区西樵烧鸭佬农庄,粤餐证字2014440605003680,2017-02-19,佛山市南海区西樵镇儒溪村江边南社儒溪大桥边,大型餐馆 ,22.906939,112.951398,西樵镇,
 佛山市南海区西樵好好果汁店,粤餐证字2014440605003681,2017-02-19,佛山市南海区西樵镇官山城区江浦西路26号供销大厦首层63号铺,饮品店 ,22.943179,112.97576,西樵镇,江浦西路
 佛山市南海区食品药品监督管理局,粤餐证字2014440605003678,2017-02-19,佛山市南海区桂城街道天佑五路1号,食堂 ,23.031404,113.141117,桂城街道,天佑五路
 佛山市南海区丹灶子年小食店,粤餐证字2014440605003682,2017-02-19,佛山市南海区丹灶镇金沙金业路C6区怡雅名苑11座25号,小吃店 ,23.059908,112.958019,丹灶镇,S113(樵金中路)
 佛山市南海区丹灶镇温仔美食店,粤餐证字2014440605003683,2017-02-20,佛山市南海区丹灶镇丹灶社区丹横路11号之二,小吃店 ,23.058246,112.91047,丹灶镇,丹横路
 佛山市南海邵氏小吃店,粤餐证字2014440605003684,2017-02-23,佛山市南海区狮山镇小塘城区永安路8号铺,小吃店 ,23.094323,112.974306,狮山镇,永安路
 佛山市南海区九江忠洪烧腊快餐店,粤餐证字2014440605003685,2017-02-23,佛山市南海区九江镇梅圳管理区梅东一队,快餐店 ,23.074541,113.029545,狮山镇,佳琪路
 佛山市南海区勇福餐馆,粤餐证字2014440605003686,2017-02-24,佛山市南海区桂城街道75街区北约商厦首层106单元,小型餐馆 ,23.042688,113.146464,桂城街道,Y005(夏平西路)
 佛山市南海区桂城老二粥粉店,粤餐证字2014440605003687,2017-02-24,佛山市南海区桂城街道叠南社区洙泗319号首层之一,小型餐馆 ,23.053994,113.121492,桂城街道,文华北路
 佛山市南海区桂城家味美食店,粤餐证字2014440605003688,2017-02-25,佛山市南海区桂城街道南二路1号首层铺位第六号,快餐店 ,23.03028,113.194662,桂城街道,工业大道南二路
 佛山市淘味餐饮管理有限公司,粤餐证字2014440605003689,2017-02-26,佛山市南海区桂城街道平西村民委员会聚龙村民小组（土名）“下安东西”地段（布拉格思广场酒店楼）二楼自编号B17-18,中型餐馆 ,23.025369,113.182219,桂城街道,北二大道
 海口新世界实业有限公司佛山南海桂城季华七路分公司,粤餐证字2014440605003690,2017-02-26,佛山市南海区桂城街道桂澜南路45号怡翠世嘉购物商场三楼A3-19、A3-20,中型餐馆 ,23.013695,113.149062,桂城街道,桂澜路
 佛山市南海区志稳饮食店,粤餐证字2014440605003691,2017-02-26,佛山市南海区里水镇和顺（和顺大道）文教路6号首层之3,小型餐馆 ,23.248877,113.132817,里水镇,文教路
 佛山市南海区渔湘寨饮食店,粤餐证字2014440605003692,2017-02-27,佛山市南海区狮山镇穆院村察美村民小组村口街球场巷2号,中型餐馆 ,23.126965,113.008083,狮山镇,村口街
 佛山市南海区罗村蔡林林小食店,粤餐证字2014440605003693,2017-02-27,佛山市南海区罗村下柏欧屋圳东便新村铺位B,小吃店 ,23.021398,113.09102,张槎街道,弼塘中一街
 佛山市南海区国土城建和水务局,粤餐证字2014440605003694,2017-02-27,佛山市南海区桂城街道天佑三路1号,食堂 ,23.027548,113.13622,祖庙街道,天佑三路
 佛山市南海区里水同聚小食店,粤餐证字2014440605003695,2017-02-27,佛山市南海区里水镇和顺市场一路29号,中型餐馆 ,23.252453,113.130767,里水镇,和顺市场一路
 佛山市南海里水越张发茶餐厅,粤餐证字2014440605003696,2017-02-27,佛山市南海区里水镇里横路志高生态园旁,中型餐馆 ,23.201026,113.158807,里水镇,新兴路
 佛山市南海区西樵西爵咖啡馆,粤餐证字2014440605003697,2017-02-25,佛山市南海区西樵西吴村过境公路边活力新城广场1F07、08、09、10号铺,小型餐馆 ,22.951618,112.97826,西樵镇,S113(樵金路)
 佛山市南海区里水烨烨甜品店,粤餐证字2014440605003698,2017-03-02,佛山市南海区里水镇里水大道北89号星御名都商场首层110号,饮品店 ,23.201541,113.151403,里水镇,下塘路
 佛山市南海区华尖气动钉制造有限公司,粤餐证字2014440605003699,2017-03-02,佛山市南海区里水镇和顺共同开发区.,食堂 ,23.201026,113.158807,里水镇,新兴路
 佛山市南海松岗恩怡饮食店,粤餐证字2014440605003700,2017-03-02,佛山市南海区狮山镇松岗石碣华兴农贸综合市场C2号铺位,小吃店 ,23.124953,113.002144,狮山镇,博爱路
 佛山市南海区里水梁彬糖水店,粤餐证字2014440605003702,2017-03-03,佛山市南海区里水镇得胜村得金路13号之四,饮品店 ,23.222499,113.147725,里水镇,得金路
 佛山市南海区里水旺家利美食店,粤餐证字2014440605003701,2017-03-03,佛山市南海区里水镇麻奢村委会对面综合楼一楼6号,小型餐馆 ,23.201026,113.158807,里水镇,新兴路
 佛山市南海区里水旺得小食店,粤餐证字2014440605003703,2017-03-03,佛山市南海区里水镇振兴路41号之二,小吃店 ,23.201305,113.155515,里水镇,振兴路
 佛山市南海荟丽担担面食馆,粤餐证字2014440605003704,2017-03-03,佛山市南海区罗村南湖一路雅居庭花园5号铺,小吃店 ,23.062487,113.045316,狮山镇,新湖二路
 佛山市南海区湘浓缘餐馆,粤餐证字2014440605003705,2017-03-03,佛山市南海区狮山镇罗村大道南新兴工业载体编号1-102A、B、1-103,中型餐馆 ,23.051579,113.036407,狮山镇,罗村大道南
 佛山市南海区大沥慧思中英文幼儿园,粤餐证字2014440605003707,2017-03-04,佛山市南海区大沥镇黄岐建设大道1号金沙湾西区,食堂 ,23.143176,113.198293,大沥镇,兴联北路
 佛山市南海星际火锅店,粤餐证字2014440605003706,2017-03-03,佛山市南海区桂城街道灯湖西路20号保利水城三层3B107-3B110号铺,中型餐馆 ,23.062963,113.142958,桂城街道,海七路
 佛山市南海区荟宴餐饮有限公司,粤餐证字2014440605003708,2017-03-04,佛山市南海区桂城街道南海大道西海一路南A座佑一城三、四楼70A1A2号铺位,中型餐馆 ,23.044954,113.133571,桂城街道,南海大道
 佛山市南海区大沥联滘幼儿园,粤餐证字2014440605003709,2017-03-04,佛山市南海区大沥联滘小学旁边,食堂 ,23.112482,113.116558,大沥镇,振兴路
 佛山市南海区大沥镇盐步第三初级中学,粤餐证字2014440605003710,2017-03-04,佛山市南海区大沥镇盐步盐桂路,食堂 ,23.09478,113.165346,大沥镇,穗盐西路
 佛山市南海区丹灶镇杜建娴小吃店,粤餐证字2014440605003712,2017-03-04,佛山市南海区丹灶镇有为大道13号永丰综合楼104号铺,小吃店 ,23.041312,112.911923,丹灶镇,有为大道
 佛山市南海雄卓快餐店,粤餐证字2014440605003711,2017-03-04,佛山市南海区狮山镇招大村招南二村民小组（综合楼B座首层）1号铺,小吃店 ,23.08732,113.029795,狮山镇,Y115(招大路)
 佛山市南海区王山红饮食店,粤餐证字2014440605003713,2017-03-05,佛山市南海区狮山镇松岗松夏工业城创业路孔耀忠商业楼19号铺,小型餐馆 ,23.124953,113.002144,狮山镇,博爱路
 佛山市南海区大朗农家美食店,粤餐证字2014440605003715,2017-03-05,佛山市南海区罗村联和朗新大道中区三路一号首层一号铺,小型餐馆 ,23.077488,113.07826,狮山镇,中区三路
 佛山市南海区百姓人家餐厅,粤餐证字2014440605003716,2017-03-06,佛山市南海区九江镇江滨新区江滨五街250号之一、之二的二楼,中型餐馆 ,22.836398,112.98053,九江镇,江滨五街
 佛山市南海区西樵第二小学食堂,粤餐证字2014440605003718,2015-03-26,佛山市南海区西樵樵金路,食堂 ,22.97082,112.969221,西樵镇,S113(樵金中路)
 佛山市南海飞达鸿服装有限公司,粤餐证字2014440605003717,2017-03-06,佛山市南海区九江镇上西民营工业园,食堂 ,22.841216,112.971505,九江镇,新堤西路
 佛山市南海区西樵付爱香小食店,粤餐证字2014440605003719,2017-03-06,佛山市南海区西樵镇岭西开发区美乐高童车有限公司商铺,快餐店 ,22.938474,112.938511,西樵镇,西江公路
 广东邦普循环科技有限公司,粤餐证字2014440605003720,2017-03-06,佛山市南海区里水镇沙涌村上沙村小组发电厂大道,食堂 ,23.154045,113.162969,里水镇,上沙大道
 佛山市南海区里水小如小食店,粤餐证字2014440605003722,2017-03-06,佛山市南海区里水镇里和路得胜段133号之二,小吃店 ,23.222069,113.14331,里水镇,里和路得胜段
 佛山市南海区里水百吉餐饮店,粤餐证字2014440605003723,2017-03-06,佛山市南海区里水镇大冲工业路口“车边步”16-19号,大型餐馆 ,23.201026,113.158807,里水镇,新兴路
 佛山市南海区柔程美食坊,粤餐证字2014440605003724,2017-03-09,佛山市南海区狮山镇博爱中路61号和信广场二层2A005号铺,小型餐馆 ,23.123785,113.000216,狮山镇,博爱中路辅路
 佛山市南海区大沥敬老院,粤餐证字2014440605003725,2017-03-09,佛山市南海区大沥镇兴隆大街东82号,食堂 ,23.116315,113.116842,大沥镇,兴隆大街
 佛山市南海区里水顺心美食店,粤餐证字2014440605003721,2017-03-06,佛山市南海区里水镇里广路180号首层,小吃店 ,23.195986,113.163105,里水镇,太行路
 佛山市原真餐饮有限公司,粤餐证字2014440605003726,2017-03-09,佛山市南海区罗村街道北湖一路8号祥友综合楼1号、3号铺,大型餐馆 ,23.069219,113.045778,狮山镇,北湖一路
 佛山市南海区西樵凤英小吃店,粤餐证字2014440605003727,2017-03-09,佛山市南海区西樵镇官山办事处建新街一巷4号,小吃店 ,22.920742,113.022517,九江镇,建新街
 佛山市南海区里水启明幼儿园,粤餐证字2014440605003728,2017-03-10,佛山市南海区里水镇和顺逢涌村,食堂 ,23.251034,113.101795,里水镇,X493(金逢路)
 佛山市南海区西樵明扬饭店,粤餐证字2014440605003729,2017-03-10,佛山市南海区西樵镇西樵村民委员会中坊村永乐大街23号,小型餐馆 ,22.953489,112.972326,西樵镇,永乐大街
 佛山市南海区芦福美食农庄,粤餐证字2014440605003730,2017-03-11,佛山市南海区大沥镇沥东芦村城南（原新口味）停车场后面铁棚的铺位,中型餐馆 ,23.105619,113.120227,大沥镇,金贸大道
 佛山大家乐饮食有限公司南海鸿大广场分店,粤餐证字2014440605003731,2017-03-11,佛山市南海区桂城街道叠南村圣堂618号鸿大广场一层A-078号铺,快餐店 ,23.051634,113.129081,桂城街道,海三西路
 佛山市南海区裕来品烧腊快餐店,粤餐证字2014440605003732,2017-03-11,佛山市南海区桂城街道平洲平北大德公寓A7-A8铺,快餐店 ,23.039385,113.205114,桂城街道,江右大街
